player_id,Height (cm),Weight (kg),Experience,Season
1627750,190.5,97.52235955,2,2018
1628420,187.96,83.00740371,1,2018
203924,203.2,95.2543977,4,2018
1628408,198.12,92.98643585,1,2018
203486,210.82,115.21246198,5,2018
1628966,203.2,103.87265273,0,2018
1629626,218.44,99.79032140000001,-1,2018
203584,193.04,90.718474,5,2018
203943,208.28,116.57323909,4,2018
1629076,203.2,115.66605435000001,-1,2018
203914,193.04,95.2543977,4,2018
202330,200.66,102.05828325,8,2018
1628369,203.2,95.2543977,1,2018
1628464,205.74,111.13013065000001,1,2018
1627759,198.12,101.15109851000001,2,2018
202689,182.88,83.46099608,7,2018
203935,193.04,99.79032140000001,4,2018
202683,208.28,113.3980925,7,2018
202954,190.5,95.2543977,0,2018
1629057,205.74,107.50139169,0,2018
1629684,198.12,107.04779932000001,-1,2018
1629641,195.58,97.97595192,-1,2018
1629750,195.58,92.98643585,-1,2018
1628400,198.12,108.8621688,1,2018
1629605,228.6,141.06722707,-1,2018
1629035,180.34,90.718474,0,2018
1629738,213.36,106.59420695,-1,2018
1629682,177.8,79.37866475,0,2018
202695,200.66,102.05828325,6,2017
1627783,203.2,104.32624510000001,1,2017
201188,210.82,115.66605435000001,10,2017
201980,198.12,97.52235955,8,2017
200768,182.88,88.90410452,11,2017
1627832,185.42000000000002,89.35769689,1,2017
201586,208.28,106.59420695,8,2017
1626181,190.5,97.52235955,2,2017
201975,193.04,95.2543977,7,2017
1628449,205.74,90.718474,0,2017
202391,190.5,90.718474,6,2017
1626259,200.66,95.2543977,0,2017
203961,208.28,107.95498406,1,2017
1627775,200.66,82.10021897,1,2017
1628384,200.66,105.23342984,0,2017
201142,208.28,108.8621688,9,2017
203110,198.12,104.32624510000001,5,2017
202326,208.28,122.4699399,6,2017
202691,198.12,99.79032140000001,4,2017
201939,187.96,83.91458845000001,8,2017
2738,198.12,97.52235955,13,2017
1626172,205.74,100.69750614,2,2017
1628035,200.66,97.52235955,0,2017
1626188,185.42000000000002,81.6466266,2,2017
2733,200.66,87.08973504000001,12,2017
101106,213.36,117.9340162,11,2017
201973,208.28,104.77983747,6,2017
1628395,200.66,97.97595192,0,2017
1628980,193.04,95.2543977,-1,2017
1627745,210.82,111.13013065000001,1,2017
203114,200.66,100.69750614,5,2017
203507,210.82,109.76935354000001,4,2017
201572,213.36,127.91304834,9,2017
1628425,195.58,99.33672903,0,2017
202339,185.42000000000002,97.06876718000001,7,2017
1626192,195.58,94.80080533,2,2017
201588,193.04,85.27536556,9,2017
101141,205.74,106.59420695,10,2017
202703,208.28,113.3980925,2,2017
1628391,208.28,104.77983747,0,2017
204025,182.88,77.1107029,3,2017
1627763,195.58,103.87265273,1,2017
203503,198.12,96.61517481,4,2017
203090,200.66,99.79032140000001,5,2017
202329,203.2,99.79032140000001,8,2017
202683,208.28,113.3980925,6,2017
203468,190.5,86.1825503,4,2017
203081,187.96,88.45051215000001,5,2017
202323,198.12,99.79032140000001,7,2017
203918,203.2,94.34721296000001,3,2017
203552,187.96,83.91458845000001,3,2017
1628380,210.82,113.3980925,-1,2017
203086,213.36,117.9340162,5,2017
1627746,208.28,106.59420695,1,2017
1627774,203.2,94.80080533,1,2017
1629014,190.5,82.10021897,-1,2017
201142,208.28,108.8621688,8,2016
203110,198.12,104.32624510000001,4,2016
201580,213.36,122.4699399,8,2016
202691,198.12,99.79032140000001,3,2016
2738,198.12,97.52235955,12,2016
1626172,205.74,100.69750614,1,2016
1626188,185.42000000000002,81.6466266,1,2016
2733,200.66,87.08973504000001,11,2016
2561,205.74,113.3980925,11,2016
201156,200.66,95.2543977,7,2016
1628395,200.66,97.97595192,-1,2016
1627745,210.82,111.13013065000001,0,2016
2585,210.82,122.4699399,12,2016
201939,187.96,83.91458845000001,7,2016
1627775,200.66,82.10021897,0,2016
2544,205.74,113.3980925,13,2016
201145,203.2,106.59420695,8,2016
201567,203.2,113.85168487,8,2016
203918,203.2,94.34721296000001,2,2016
201588,193.04,85.27536556,8,2016
2594,200.66,96.16158244,13,2016
1626204,200.66,111.13013065000001,1,2016
2747,198.12,99.79032140000001,12,2016
101181,190.5,90.718474,10,2016
203903,193.04,87.99691978,2,2016
1626224,200.66,104.32624510000001,-1,2016
202684,205.74,115.21246198,6,2016
1627790,208.28,120.65557042,-1,2016
2570,208.28,122.4699399,9,2016
2772,203.2,97.52235955,12,2016
200782,195.58,111.13013065000001,5,2016
203991,208.28,116.11964672,2,2016
201935,195.58,99.79032140000001,7,2016
101108,182.88,79.37866475,11,2016
201569,190.5,97.52235955,8,2016
101123,200.66,92.98643585,8,2016
2403,210.82,113.3980925,13,2016
2207,200.66,108.8621688,12,2016
204028,205.74,113.3980925,0,2016
1628935,190.5,83.00740371,-4,2016
1627778,208.28,111.13013065000001,-2,2016
1627753,215.9,95.2543977,-3,2016
201583,205.74,108.8621688,7,2016
201601,203.2,104.32624510000001,8,2016
1628369,203.2,95.2543977,-1,2016
201143,205.74,108.8621688,9,2016
203382,208.28,117.9340162,5,2016
1627759,198.12,101.15109851000001,0,2016
1626179,185.42000000000002,86.1825503,1,2016
203499,180.34,79.37866475,-1,2016
202694,203.2,98.88313666,5,2016
202328,208.28,113.3980925,4,2016
1628400,198.12,108.8621688,-1,2016
1627846,195.58,102.05828325,-1,2016
1627824,203.2,117.9340162,-2,2016
203935,193.04,99.79032140000001,2,2016
2544,205.74,113.3980925,17,2020
2546,200.66,107.95498406,17,2020
2617,203.2,106.59420695,17,2020
2730,208.28,120.20197805000001,16,2020
2738,198.12,97.52235955,16,2020
2772,203.2,97.52235955,16,2020
101108,182.88,79.37866475,15,2020
101150,187.96,79.37866475,15,2020
200746,210.82,113.3980925,14,2020
200752,203.2,113.3980925,14,2020
200765,185.42000000000002,81.6466266,14,2020
200768,182.88,88.90410452,14,2020
200782,195.58,111.13013065000001,9,2020
200794,200.66,116.57323909,14,2020
201142,208.28,108.8621688,12,2020
201143,205.74,108.8621688,13,2020
201144,185.42000000000002,79.37866475,13,2020
201145,203.2,106.59420695,12,2020
201152,203.2,106.59420695,13,2020
201565,187.96,90.718474,11,2020
201566,190.5,90.718474,12,2020
201567,203.2,113.85168487,12,2020
201568,208.28,107.04779932000001,11,2020
201569,190.5,97.52235955,12,2020
201571,180.34,83.00740371,12,2020
201572,213.36,127.91304834,12,2020
201577,213.36,127.45945597000001,12,2020
201580,213.36,122.4699399,12,2020
201586,208.28,106.59420695,11,2020
201587,203.2,104.32624510000001,12,2020
201588,193.04,85.27536556,12,2020
201599,210.82,120.20197805000001,12,2020
201609,190.5,86.1825503,12,2020
201933,205.74,113.3980925,10,2020
201935,195.58,99.79032140000001,11,2020
201937,187.96,86.1825503,9,2020
201939,187.96,83.91458845000001,11,2020
201942,198.12,99.79032140000001,11,2020
201949,200.66,108.8621688,11,2020
201950,190.5,92.98643585,11,2020
201959,205.74,105.23342984,11,2020
201961,193.04,93.89362059,11,2020
201976,185.42000000000002,81.6466266,8,2020
201980,198.12,97.52235955,11,2020
201988,182.88,81.6466266,11,2020
202066,195.58,88.45051215000001,10,2020
202322,190.5,95.2543977,9,2020
202324,205.74,120.20197805000001,10,2020
202330,200.66,102.05828325,10,2020
202331,203.2,99.79032140000001,10,2020
202334,205.74,98.88313666,10,2020
202339,185.42000000000002,97.06876718000001,10,2020
202340,190.5,81.6466266,10,2020
202355,213.36,120.20197805000001,8,2020
202357,205.74,106.14061458,5,2020
202397,182.88,79.37866475,10,2020
202681,187.96,88.45051215000001,9,2020
202683,208.28,113.3980925,9,2020
202684,205.74,115.21246198,10,2020
202685,210.82,120.20197805000001,8,2020
202689,182.88,83.46099608,9,2020
202691,198.12,99.79032140000001,7,2020
202692,198.12,97.06876718000001,9,2020
202693,205.74,111.13013065000001,9,2020
202694,203.2,98.88313666,9,2020
202695,200.66,102.05828325,9,2020
202696,208.28,117.9340162,9,2020
202699,200.66,102.51187562000001,9,2020
202704,187.96,94.34721296000001,9,2020
202709,190.5,90.718474,9,2020
202710,200.66,104.32624510000001,9,2020
202711,200.66,102.51187562000001,6,2020
202722,208.28,102.05828325,4,2020
202734,190.5,86.63614267,10,2020
202954,190.5,95.2543977,2,2020
203076,208.28,114.75886961,8,2020
203078,193.04,93.89362059,8,2020
203081,187.96,88.45051215000001,8,2020
203082,198.12,93.44002822,8,2020
203083,208.28,126.55227123,8,2020
203084,203.2,102.05828325,8,2020
203085,193.04,90.718474,8,2020
203087,195.58,81.6466266,8,2020
203090,200.66,99.79032140000001,8,2020
203095,198.12,92.98643585,8,2020
203107,200.66,95.2543977,4,2020
203109,198.12,106.59420695,8,2020
203110,198.12,104.32624510000001,8,2020
203114,200.66,100.69750614,8,2020
203115,195.58,82.10021897,8,2020
203145,193.04,88.45051215000001,8,2020
203200,198.12,81.6466266,7,2020
203210,203.2,102.96546799000001,6,2020
203457,210.82,99.79032140000001,6,2020
203458,213.36,113.3980925,7,2020
203463,190.5,88.45051215000001,7,2020
203468,190.5,86.1825503,7,2020
203469,210.82,108.8621688,8,2020
203471,185.42000000000002,78.01788764,7,2020
203473,213.36,111.13013065000001,7,2020
203476,208.28,112.49090776,7,2020
203482,210.82,108.8621688,7,2020
203484,195.58,92.53284348000001,7,2020
203486,210.82,115.21246198,7,2020
203487,195.58,86.1825503,8,2020
203488,208.28,108.8621688,7,2020
203490,203.2,89.81128926000001,7,2020
203493,198.12,92.98643585,7,2020
203496,200.66,94.80080533,7,2020
203497,215.9,117.02683146000001,7,2020
203500,210.82,120.20197805000001,7,2020
203501,195.58,92.98643585,7,2020
203503,198.12,96.61517481,7,2020
203504,182.88,83.91458845000001,7,2020
203506,193.04,96.61517481,7,2020
203507,210.82,109.76935354000001,7,2020
203524,198.12,102.51187562000001,7,2020
203526,187.96,81.6466266,5,2020
203552,187.96,83.91458845000001,6,2020
203585,193.04,92.98643585,4,2020
203648,198.12,99.33672903,2,2020
203897,195.58,90.718474,6,2020
203901,190.5,88.45051215000001,6,2020
203903,193.04,87.99691978,6,2020
203914,193.04,95.2543977,6,2020
203915,198.12,97.52235955,6,2020
203918,203.2,94.34721296000001,6,2020
203920,205.74,105.68702221000001,3,2020
203924,203.2,95.2543977,6,2020
203925,198.12,99.79032140000001,6,2020
203926,200.66,102.05828325,6,2020
203932,203.2,106.59420695,6,2020
203933,203.2,99.79032140000001,6,2020
203935,193.04,99.79032140000001,6,2020
203937,205.74,104.32624510000001,6,2020
203939,208.28,108.8621688,6,2020
203944,203.2,113.3980925,6,2020
203952,200.66,89.35769689,6,2020
203953,200.66,111.13013065000001,6,2020
203954,213.36,127.00586360000001,4,2020
203967,208.28,102.05828325,4,2020
203991,208.28,116.11964672,6,2020
203992,198.12,102.05828325,3,2020
203994,210.82,131.5417873,6,2020
203999,210.82,128.82023308,5,2020
204001,220.98,108.8621688,4,2020
204060,203.2,99.79032140000001,6,2020
204456,185.42000000000002,86.1825503,5,2020
1626145,182.88,88.90410452,5,2020
1626149,200.66,108.8621688,5,2020
1626153,195.58,83.91458845000001,5,2020
1626156,193.04,87.54332741,5,2020
1626157,210.82,112.49090776,5,2020
1626158,208.28,106.59420695,5,2020
1626159,198.12,100.69750614,5,2020
1626161,213.36,108.8621688,5,2020
1626162,198.12,92.07925111,5,2020
1626163,213.36,108.8621688,5,2020
1626164,195.58,93.44002822,5,2020
1626166,185.42000000000002,83.00740371,5,2020
1626167,210.82,113.3980925,5,2020
1626168,205.74,106.14061458,5,2020
1626171,208.28,113.3980925,5,2020
1626172,205.74,100.69750614,5,2020
1626174,205.74,97.06876718000001,4,2020
1626179,185.42000000000002,86.1825503,5,2020
1626181,190.5,97.52235955,5,2020
1626192,195.58,94.80080533,5,2020
1626195,210.82,113.3980925,4,2020
1626196,195.58,90.718474,5,2020
1626204,200.66,111.13013065000001,5,2020
1626220,195.58,102.51187562000001,3,2020
1626224,200.66,104.32624510000001,3,2020
1626246,220.98,131.5417873,5,2020
1627732,210.82,108.8621688,3,2020
1627734,210.82,108.8621688,4,2020
1627736,193.04,84.82177319,4,2020
1627741,193.04,99.79032140000001,4,2020
1627742,203.2,86.1825503,4,2020
1627745,210.82,111.13013065000001,4,2020
1627747,198.12,92.98643585,4,2020
1627749,193.04,81.6466266,3,2020
1627750,190.5,97.52235955,4,2020
1627751,215.9,111.13013065000001,4,2020
1627752,198.12,98.88313666,4,2020
1627756,193.04,99.79032140000001,3,2020
1627759,198.12,101.15109851000001,4,2020
1627761,195.58,95.2543977,4,2020
1627763,195.58,103.87265273,4,2020
1627774,203.2,94.80080533,4,2020
1627777,200.66,104.32624510000001,4,2020
1627780,190.5,88.45051215000001,4,2020
1627782,193.04,105.23342984,2,2020
1627783,203.2,104.32624510000001,4,2020
1627788,200.66,91.62565874,3,2020
1627789,200.66,97.52235955,4,2020
1627814,195.58,95.2543977,3,2020
1627823,205.74,97.06876718000001,4,2020
1627826,213.36,108.8621688,4,2020
1627827,200.66,99.79032140000001,4,2020
1627832,185.42000000000002,89.35769689,4,2020
1627846,195.58,102.05828325,3,2020
1627854,187.96,92.98643585,4,2020
1627863,198.12,99.79032140000001,4,2020
1627884,198.12,95.2543977,4,2020
1627936,195.58,84.36818082,3,2020
1628021,195.58,99.33672903,4,2020
1628365,193.04,94.80080533,3,2020
1628366,198.12,86.1825503,3,2020
1628367,203.2,93.89362059,3,2020
1628368,190.5,83.91458845000001,3,2020
1628369,203.2,95.2543977,3,2020
1628370,190.5,90.718474,3,2020
1628371,208.28,104.32624510000001,2,2020
1628372,187.96,92.98643585,3,2020
1628373,193.04,90.718474,3,2020
1628374,210.82,108.8621688,3,2020
1628378,185.42000000000002,97.52235955,3,2020
1628379,195.58,93.44002822,3,2020
1628380,210.82,113.3980925,2,2020
1628381,205.74,102.51187562000001,3,2020
1628384,200.66,105.23342984,3,2020
1628386,208.28,110.22294591,3,2020
1628389,205.74,115.66605435000001,3,2020
1628392,213.36,113.3980925,2,2020
1628396,208.28,112.49090776,3,2020
1628398,205.74,100.24391377,3,2020
1628400,198.12,108.8621688,3,2020
1628401,193.04,86.1825503,3,2020
1628402,190.5,92.98643585,2,2020
1628404,195.58,97.52235955,3,2020
1628408,198.12,92.98643585,3,2020
1628415,200.66,102.05828325,3,2020
1628418,208.28,112.49090776,3,2020
1628420,187.96,83.00740371,3,2020
1628425,195.58,99.33672903,3,2020
1628427,203.2,107.04779932000001,1,2020
1628449,205.74,90.718474,3,2020
1628464,205.74,111.13013065000001,3,2020
1628467,208.28,108.8621688,3,2020
1628470,200.66,100.24391377,3,2020
1628539,190.5,83.46099608,2,2020
1628778,198.12,95.2543977,1,2020
1628960,193.04,89.81128926000001,2,2020
1628962,213.36,122.4699399,0,2020
1628963,210.82,106.59420695,2,2020
1628964,213.36,104.77983747,2,2020
1628966,203.2,103.87265273,2,2020
1628969,198.12,94.80080533,2,2020
1628970,200.66,102.05828325,2,2020
1628971,193.04,91.62565874,2,2020
1628972,198.12,97.52235955,2,2020
1628973,185.42000000000002,86.1825503,2,2020
1628975,185.42000000000002,90.718474,2,2020
1628976,208.28,122.4699399,2,2020
1628977,195.58,91.62565874,2,2020
1628978,193.04,92.07925111,2,2020
1628981,205.74,108.8621688,1,2020
1628983,198.12,81.6466266,2,2020
1628984,185.42000000000002,88.45051215000001,2,2020
1628988,182.88,83.91458845000001,2,2020
1628989,200.66,89.81128926000001,2,2020
1628990,198.12,95.2543977,3,2020
1628991,210.82,109.76935354000001,2,2020
1628993,203.2,96.16158244,2,2020
1628995,200.66,97.52235955,2,2020
1628997,195.58,92.98643585,1,2020
1628998,198.12,92.98643585,1,2020
1629001,187.96,90.718474,2,2020
1629002,205.74,102.05828325,2,2020
1629003,195.58,92.98643585,2,2020
1629004,200.66,92.98643585,2,2020
1629006,193.04,96.61517481,2,2020
1629008,208.28,98.88313666,1,2020
1629011,213.36,108.8621688,2,2020
1629012,185.42000000000002,86.1825503,2,2020
1629013,193.04,86.1825503,2,2020
1629014,190.5,82.10021897,2,2020
1629018,195.58,94.80080533,2,2020
1629020,205.74,97.06876718000001,2,2020
1629021,210.82,111.13013065000001,2,2020
1629022,193.04,92.53284348000001,2,2020
1629023,200.66,104.32624510000001,1,2020
1629026,198.12,95.2543977,2,2020
1629027,185.42000000000002,74.38914868,2,2020
1629028,210.82,113.3980925,2,2020
1629029,200.66,104.32624510000001,2,2020
1629048,213.36,113.3980925,1,2020
1629052,200.66,95.2543977,1,2020
1629056,193.04,91.17206637000001,1,2020
1629057,205.74,107.50139169,2,2020
1629060,203.2,104.32624510000001,1,2020
1629067,203.2,81.6466266,2,2020
1629076,203.2,115.66605435000001,1,2020
1629103,195.58,104.32624510000001,2,2020
1629130,200.66,97.52235955,2,2020
1629134,187.96,86.1825503,1,2020
1629139,205.74,97.52235955,2,2020
1629162,180.34,83.91458845000001,1,2020
1629185,180.34,79.37866475,2,2020
1629216,190.5,90.718474,1,2020
1629234,205.74,111.13013065000001,3,2020
1629308,198.12,94.80080533,1,2020
1629599,200.66,95.2543977,1,2020
1629604,198.12,90.718474,0,2020
1629605,228.6,141.06722707,1,2020
1629611,195.58,97.52235955,1,2020
1629620,185.42000000000002,88.45051215000001,1,2020
1629622,195.58,97.52235955,1,2020
1629626,218.44,99.79032140000001,1,2020
1629627,198.12,128.82023308,1,2020
1629628,198.12,97.06876718000001,1,2020
1629629,203.2,98.42954429000001,1,2020
1629630,190.5,78.92507238,1,2020
1629631,203.2,100.24391377,1,2020
1629632,193.04,88.45051215000001,1,2020
1629633,198.12,88.45051215000001,1,2020
1629634,203.2,97.52235955,1,2020
1629636,185.42000000000002,87.08973504000001,1,2020
1629637,210.82,99.79032140000001,1,2020
1629638,195.58,92.98643585,1,2020
1629639,195.58,88.45051215000001,1,2020
1629640,198.12,99.79032140000001,1,2020
1629641,195.58,97.97595192,1,2020
1629642,195.58,99.79032140000001,1,2020
1629643,198.12,103.87265273,0,2020
1629644,203.2,97.52235955,1,2020
1629645,193.04,92.07925111,1,2020
1629647,203.2,94.34721296000001,1,2020
1629649,198.12,100.24391377,1,2020
1629650,218.44,111.13013065000001,1,2020
1629651,210.82,97.52235955,1,2020
1629652,190.5,97.52235955,1,2020
1629653,185.42000000000002,83.91458845000001,0,2020
1629655,205.74,106.14061458,1,2020
1629659,193.04,106.14061458,1,2020
1629660,195.58,88.45051215000001,1,2020
1629661,203.2,95.2543977,1,2020
1629663,200.66,92.98643585,1,2020
1629667,205.74,92.98643585,1,2020
1629669,193.04,91.17206637000001,1,2020
1629670,203.2,102.05828325,0,2020
1629671,195.58,93.44002822,1,2020
1629672,198.12,115.66605435000001,1,2020
1629673,193.04,87.99691978,1,2020
1629675,205.74,119.74838568000001,1,2020
1629676,203.2,104.32624510000001,1,2020
1629677,208.28,102.96546799000001,1,2020
1629680,195.58,91.17206637000001,1,2020
1629681,205.74,99.79032140000001,0,2020
1629684,198.12,107.04779932000001,1,2020
1629685,198.12,88.90410452,0,2020
1629712,195.58,85.27536556,0,2020
1629717,190.5,88.45051215000001,0,2020
1629719,200.66,108.8621688,1,2020
1629723,195.58,95.2543977,1,2020
1629726,195.58,97.52235955,1,2020
1629731,205.74,103.41906036,1,2020
1629744,190.5,86.1825503,1,2020
1629750,195.58,92.98643585,1,2020
1629833,193.04,90.718474,0,2020
1630162,193.04,102.05828325,0,2020
1630163,200.66,81.6466266,0,2020
1630164,213.36,108.8621688,0,2020
1630165,195.58,88.45051215000001,0,2020
1630166,205.74,95.2543977,0,2020
1630167,205.74,99.79032140000001,0,2020
1630168,203.2,108.8621688,0,2020
1630169,195.58,83.91458845000001,0,2020
1630170,195.58,90.718474,0,2020
1630171,195.58,102.05828325,0,2020
1630172,200.66,97.52235955,0,2020
1630173,203.2,102.05828325,0,2020
1630174,195.58,97.52235955,0,2020
1630175,190.5,83.91458845000001,0,2020
1630176,205.74,122.4699399,0,2020
1630177,193.04,79.37866475,0,2020
1630178,187.96,90.718474,0,2020
1630180,200.66,97.52235955,0,2020
1630181,193.04,79.37866475,0,2020
1630182,195.58,90.718474,0,2020
1630183,205.74,83.91458845000001,0,2020
1630184,185.42000000000002,77.1107029,0,2020
1630186,190.5,86.1825503,0,2020
1630188,208.28,97.52235955,0,2020
1630190,195.58,97.52235955,0,2020
1630191,203.2,113.3980925,0,2020
1630192,205.74,108.8621688,0,2020
1630193,190.5,86.1825503,0,2020
1630194,205.74,95.2543977,0,2020
1630197,213.36,86.1825503,0,2020
1630198,193.04,74.84274105,0,2020
1630200,185.42000000000002,83.91458845000001,0,2020
1630201,185.42000000000002,79.37866475,0,2020
1630202,185.42000000000002,88.45051215000001,0,2020
1630203,187.96,86.1825503,1,2020
1630205,198.12,104.32624510000001,0,2020
1630206,195.58,99.79032140000001,0,2020
1630208,213.36,111.13013065000001,0,2020
1630209,210.82,124.73790175,-1,2020
1630210,177.8,79.37866475,0,2020
1630214,203.2,111.13013065000001,0,2020
1630216,185.42000000000002,83.91458845000001,0,2020
1630217,195.58,97.52235955,0,2020
1630218,198.12,106.59420695,0,2020
1630219,193.04,92.98643585,0,2020
1630230,200.66,99.79032140000001,0,2020
1630231,195.58,97.52235955,0,2020
1630233,208.28,114.75886961,0,2020
1630235,193.04,95.2543977,0,2020
1630238,195.58,104.32624510000001,0,2020
1630240,187.96,83.00740371,0,2020
1630241,193.04,92.98643585,0,2020
1630256,193.04,104.32624510000001,0,2020
1630264,200.66,104.32624510000001,0,2020
1630267,177.8,88.45051215000001,0,2020
1630271,195.58,83.91458845000001,0,2020
1630466,198.12,104.77983747,0,2020
