,PLAYER_ID,SEASON_ID,TEAM_ID,PLAYER_AGE,GP,GS,MIN,FG_PCT,FGA,FG3_PCT,FG3A,FT_PCT,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,SCORE,id,player_names,position,team
47,202689,2020-21,1610612738.0,31.0,43,43,31.8,0.42,15.7,0.36,8.2,0.899,3.5,0.4,3.6,4.0,4.9,1.1,0.3,2.0,1.4,19.3,16.284890769963848,202689.0,Kemba Walker,G,BOS
48,202692,2020-21,1610612752.0,29.0,49,5,25.6,0.42,10.2,0.415,5.0,0.856,2.4,0.4,4.2,4.6,2.2,0.6,0.3,1.0,2.1,12.7,-23.967204767701393,202692.0,Alec Burks,G,NYK
49,202694,2021-22,1610612746.0,32.0,10,10,29.6,0.42,11.2,0.379,5.8,0.813,1.6,0.2,3.5,3.7,2.1,0.5,0.4,1.5,2.6,12.9,7.944968282423256,202694.0,Marcus Morris,F,LAC
50,202695,2019-20,1610612746.0,29.0,57,57,32.4,0.47,19.9,0.378,5.7,0.886,7.1,0.9,6.1,7.1,4.9,1.8,0.6,2.6,2.0,27.1,8.778101503379698,202695.0,Kawhi Leonard,F,LAC
51,202696,2020-21,1610612741.0,30.0,26,26,32.6,0.471,18.8,0.388,5.8,0.87,1.8,2.3,9.3,11.5,3.9,0.9,0.8,1.7,2.2,21.5,-1.2277368080536446,202696.0,Nikola Vucevic,C,CHI
52,202699,2021-22,1610612755.0,29.0,16,16,34.5,0.473,16.3,0.313,4.2,0.82,3.1,1.1,7.1,8.3,3.5,0.4,0.6,1.7,1.4,19.3,9.933073209287434,202699.0,Tobias Harris,F,PHI
53,202704,2021-22,1610612746.0,31.0,26,26,33.5,0.389,16.8,0.326,8.4,0.787,1.8,0.7,2.9,3.5,4.1,0.6,0.1,2.1,1.9,17.2,5.210587768536702,202704.0,Reggie Jackson,G,LAC
54,202709,2020-21,1610612765.0,29.0,19,11,26.4,0.506,9.3,0.368,2.0,0.878,2.2,0.5,2.6,3.2,5.5,1.2,0.5,1.8,2.2,12.0,-15.450692843784818,202709.0,Cory Joseph,G,DET
55,202710,2020-21,1610612748.0,31.0,52,52,33.6,0.497,14.2,0.245,2.0,0.863,8.0,1.8,5.1,6.9,7.1,2.1,0.3,2.1,1.4,21.5,4.907257203630887,202710.0,Jimmy Butler,F,MIA
56,202711,2021-22,1610612762.0,32.0,24,24,30.1,0.466,12.3,0.411,6.3,0.923,3.3,0.8,3.3,4.0,1.8,0.5,0.0,1.5,1.5,17.0,3.296118729323487,202711.0,Bojan Bogdanovic,F,UTA
57,202722,2020-21,1610612764.0,28.0,57,7,25.7,0.404,8.4,0.395,7.5,0.87,2.0,0.3,2.6,2.9,0.9,0.6,0.2,0.6,2.4,11.5,0.044260809442432575,202722.0,Davis Bertans,F,WAS
58,202738,2019-20,1610612764.0,31.0,40,37,23.1,0.408,10.7,0.413,4.7,0.816,1.9,0.3,1.4,1.7,3.7,0.3,0.2,1.9,1.9,12.2,7.854670360222674,,,,
59,203076,2020-21,1610612747.0,28.0,36,36,32.3,0.491,17.0,0.26,2.8,0.738,5.9,1.7,6.2,7.9,3.1,1.3,1.6,2.1,1.7,21.8,-3.156595762297718,203076.0,Anthony Davis,F,LAL
60,203078,2020-21,1610612764.0,28.0,60,60,35.8,0.485,23.0,0.349,6.2,0.889,7.7,1.2,3.5,4.7,4.4,1.2,0.4,3.1,2.3,31.3,-0.2959172249878007,203078.0,Bradley Beal,G,WAS
61,203081,2020-21,1610612757.0,30.0,67,67,35.8,0.451,19.9,0.391,10.5,0.928,7.2,0.5,3.7,4.2,7.5,0.9,0.3,3.0,1.5,28.8,0.3032991647766496,203081.0,Damian Lillard,G,POR
62,203082,2020-21,1610612753.0,30.0,46,2,29.3,0.412,13.4,0.337,5.7,0.87,3.0,0.3,3.1,3.4,2.3,1.0,0.5,1.6,1.9,15.6,2.4868919206469426,203082.0,Terrence Ross,G,ORL
63,203083,2020-21,1610612747.0,27.0,21,21,24.8,0.531,9.1,0.0,0.0,0.605,3.6,3.1,7.1,10.2,1.4,1.1,1.0,2.0,3.8,11.9,-4.989844436618852,203083.0,Andre Drummond,C,LAL
64,203084,2020-21,1610612758.0,29.0,58,58,36.2,0.497,11.1,0.391,4.4,0.83,4.1,1.1,5.5,6.6,3.5,0.7,0.2,1.6,1.3,16.1,2.2355938436101863,203084.0,Harrison Barnes,F,SAC
65,203086,2019-20,1610612748.0,28.0,51,49,20.3,0.509,4.6,0.414,2.5,0.643,0.5,0.6,4.5,5.1,1.1,0.3,0.3,0.8,2.1,6.1,7.30265187918765,,,,
66,203087,2020-21,1610612754.0,29.0,36,8,21.3,0.435,7.7,0.406,3.6,0.947,2.1,0.7,2.9,3.6,1.5,0.9,0.6,0.6,2.0,10.1,7.408802483070326,203087.0,Jeremy Lamb,G,IND
67,203090,2020-21,1610612758.0,28.0,26,20,24.9,0.421,5.8,0.247,2.8,0.805,1.6,0.4,2.5,2.9,1.4,1.1,0.6,0.7,2.8,6.9,-6.913068579591015,203090.0,Moe Harkless,F,SAC
68,203095,2020-21,1610612738.0,28.0,16,10,29.5,0.448,10.8,0.463,5.9,0.714,0.9,0.3,3.0,3.3,3.1,1.3,0.6,1.2,2.6,13.0,3.888774030831984,203095.0,Evan Fournier,G,BOS
69,203107,2020-21,1610612741.0,29.0,58,18,22.5,0.514,5.7,0.356,2.0,0.848,1.4,0.5,1.9,2.4,4.7,0.7,0.2,1.7,1.5,7.7,8.785377152791071,203107.0,Tomas Satoransky,G,CHI
70,203109,2021-22,1610612756.0,31.0,24,24,27.9,0.387,8.1,0.338,5.5,0.771,1.5,0.5,4.3,4.8,1.4,1.3,0.5,0.8,2.3,9.3,6.617646809208431,203109.0,Jae Crowder,F,PHX
71,203110,2020-21,1610612744.0,31.0,63,63,31.5,0.447,6.0,0.27,2.0,0.795,1.4,0.9,6.2,7.1,8.9,1.7,0.8,3.0,3.1,7.0,-2.641905434610028,203110.0,Draymond Green,F,GSW
72,203114,2020-21,1610612749.0,29.0,68,68,33.4,0.476,15.8,0.414,5.4,0.898,3.5,0.8,5.2,6.0,5.4,1.1,0.1,2.6,2.4,20.4,1.609997597870456,203114.0,Khris Middleton,F,MIL
73,203115,2020-21,1610612743.0,30.0,56,52,31.0,0.426,10.9,0.381,4.6,0.785,2.2,0.7,3.3,4.0,3.2,0.9,0.4,1.7,1.7,12.7,4.680456274100287,203115.0,Will Barton,G,DEN
74,203200,2020-21,1610612754.0,32.0,72,52,30.3,0.413,8.7,0.382,6.3,0.788,1.2,0.4,3.1,3.6,1.7,1.0,0.6,0.8,1.9,10.5,3.789024470786467,203200.0,Justin Holiday,F,IND
75,203382,2019-20,1610612756.0,33.0,42,28,22.2,0.48,9.1,0.351,4.0,0.747,1.8,1.7,4.0,5.6,1.6,0.2,0.5,1.2,3.4,11.5,-2.5168327220994393,,,,
76,203457,2020-21,1610612752.0,27.0,64,41,24.2,0.614,3.5,0.0,0.0,0.714,1.1,2.2,4.1,6.4,0.7,1.1,2.2,1.0,2.8,5.1,0.5605511603613548,203457.0,Nerlens Noel,C,NYK
77,203468,2020-21,1610612757.0,29.0,47,47,34.0,0.458,18.8,0.402,8.9,0.812,2.8,0.6,3.3,3.9,4.7,0.9,0.4,1.4,1.9,23.1,1.7836150234395736,203468.0,CJ McCollum,G,POR
78,203469,2020-21,1610612766.0,28.0,48,21,20.9,0.559,6.8,0.143,0.6,0.714,2.5,2.5,4.4,6.8,1.8,0.6,0.4,1.1,2.5,9.4,0.8964654875308112,203469.0,Cody Zeller,F,CHA
79,203471,2020-21,1610612747.0,27.0,61,61,32.1,0.437,12.5,0.335,3.5,0.848,4.0,0.5,3.0,3.5,5.8,1.1,0.2,2.7,2.6,15.4,3.087784107054664,203471.0,Dennis Schroeder,G,LAL
80,203482,2020-21,1610612745.0,30.0,27,24,31.1,0.545,11.9,0.392,4.6,0.844,5.0,1.6,6.9,8.4,4.1,1.4,0.6,2.6,3.1,19.0,-8.455900444992853,203482.0,Kelly Olynyk,F,HOU
81,203484,2020-21,1610612747.0,28.0,67,67,28.4,0.431,7.6,0.41,4.4,0.866,1.7,0.4,2.3,2.7,1.9,0.9,0.4,1.0,1.7,9.7,4.412442352488812,203484.0,Kentavious Caldwell-Pope,G,LAL
82,203486,2020-21,1610612765.0,31.0,56,56,26.8,0.614,6.8,0.0,0.1,0.669,3.0,2.6,6.7,9.3,3.6,0.8,0.9,1.9,3.3,10.4,2.012918107801021,203486.0,Mason Plumlee,F,DET
83,203490,2020-21,1610612753.0,28.0,3,0,22.2,0.36,8.3,0.111,3.0,1.0,1.7,0.0,4.7,4.7,1.7,1.3,0.0,0.0,1.3,8.0,4.14061096673862,203490.0,Otto Porter,F,ORL
84,203496,2020-21,1610612757.0,30.0,70,70,32.0,0.401,7.3,0.379,5.1,0.806,0.9,0.9,5.8,6.7,1.7,1.4,1.2,0.9,2.8,8.5,5.506007975604553,203496.0,Robert Covington,F,POR
85,203497,2020-21,1610612762.0,29.0,71,71,30.8,0.675,8.2,0.0,0.1,0.623,5.3,3.4,10.1,13.5,1.3,0.6,2.7,1.7,2.3,14.3,7.132281903244376,203497.0,Rudy Gobert,C,UTA
86,203500,2020-21,1610612740.0,27.0,58,58,27.7,0.614,5.3,0.0,0.1,0.444,2.3,3.7,5.2,8.9,1.9,0.9,0.7,1.3,1.9,7.6,2.9289846831546886,203500.0,Steven Adams,C,NOP
87,203501,2020-21,1610612742.0,29.0,70,31,28.4,0.447,13.0,0.391,7.6,0.816,2.5,0.3,3.0,3.3,1.8,0.4,0.2,0.9,1.6,16.6,12.784069651839346,203501.0,Tim Hardaway Jr,G,DAL
88,203503,2020-21,1610612737.0,29.0,47,23,21.1,0.515,3.6,0.569,2.3,1.0,0.2,0.4,2.0,2.4,1.3,0.3,0.2,0.4,1.6,5.3,20.415021256603122,203503.0,Tony Snell,G,ATL
89,203507,2020-21,1610612749.0,26.0,61,61,33.0,0.569,18.0,0.303,3.6,0.685,9.5,1.6,9.4,11.0,5.9,1.2,1.2,3.4,2.8,28.1,16.488016599023926,203507.0,Giannis Antetokounmpo,F,MIL
90,203516,2019-20,1610612753.0,29.0,20,18,24.5,0.451,6.7,0.286,3.2,0.838,1.9,1.2,3.6,4.8,1.1,0.6,0.4,1.4,2.6,8.5,-28.73032761181546,,,,
91,203524,2020-21,1610612737.0,30.0,71,16,21.3,0.359,4.2,0.321,3.0,0.761,0.6,0.6,2.4,3.0,1.1,0.7,0.2,0.6,1.6,4.5,2.4724159373730767,203524.0,Solomon Hill,F,ATL
92,203526,2020-21,1610612764.0,29.0,64,22,21.9,0.468,7.0,0.39,2.6,0.882,1.3,0.4,2.0,2.4,2.3,1.1,0.1,0.8,1.7,8.7,-30.244083450871514,203526.0,Raul Neto,G,WAS
93,203552,2021-22,1610612755.0,31.0,23,23,34.3,0.506,11.7,0.411,5.4,0.875,2.4,0.5,2.4,3.0,2.9,0.9,0.1,1.7,2.3,16.2,5.77221035843717,203552.0,Seth Curry,G,PHI
94,203894,2019-20,1610612750.0,28.0,36,22,23.8,0.403,7.9,0.296,4.4,0.818,2.4,0.5,2.6,3.1,5.2,1.1,0.2,2.1,1.7,9.6,9.352565014338934,,,,
95,203897,2020-21,1610612741.0,26.0,58,58,35.1,0.507,19.4,0.419,8.2,0.849,5.1,0.6,4.4,5.0,4.9,0.8,0.5,3.5,2.4,27.4,2.685272597918832,203897.0,Zach LaVine,G,CHI
96,203901,2020-21,1610612752.0,27.0,63,63,23.6,0.432,9.9,0.286,1.6,0.682,1.7,1.0,2.4,3.4,3.2,0.7,0.1,1.6,1.8,10.1,3.9713880046238272,203901.0,Elfrid Payton,G,NYK
97,203903,2020-21,1610612762.0,29.0,68,1,26.7,0.425,15.8,0.347,8.8,0.896,2.1,0.7,3.3,4.0,2.5,0.9,0.1,1.7,1.6,18.4,-7.5867170144157035,203903.0,Jordan Clarkson,G,UTA
98,203914,2020-21,1610612753.0,26.0,20,19,24.9,0.365,9.5,0.364,3.3,0.875,2.4,0.4,1.2,1.6,2.3,0.6,0.4,1.2,1.7,10.2,1.6764783117924287,203914.0,Gary Harris,G,ORL
99,203915,2020-21,1610612751.0,28.0,3,3,21.4,0.375,5.3,0.286,2.3,1.0,2.0,0.0,4.3,4.3,3.0,0.7,0.3,1.7,1.3,6.7,7.388152604967039,203915.0,Spencer Dinwiddie,G,BKN
100,203920,2020-21,1610612761.0,28.0,19,17,30.4,0.556,9.0,0.29,1.6,0.636,2.3,3.0,4.6,7.6,1.9,0.8,1.2,1.1,2.4,11.9,8.056554836074724,203920.0,Khem Birch,C,TOR
101,203924,2020-21,1610612765.0,27.0,54,54,33.9,0.429,17.3,0.35,6.1,0.845,6.4,0.6,4.0,4.6,2.8,0.6,1.1,2.0,2.3,22.3,7.065685797430626,203924.0,Jerami Grant,F,DET
102,203925,2020-21,1610612751.0,29.0,69,65,31.0,0.505,10.2,0.475,6.4,0.778,0.9,0.6,3.0,3.6,1.9,0.7,0.2,0.9,2.0,14.1,12.494493924482525,203925.0,Joe Harris,G,BKN
103,203926,2020-21,1610612754.0,29.0,66,29,24.5,0.532,10.1,0.388,4.3,0.816,1.5,0.9,2.4,3.3,1.3,0.3,0.1,0.8,1.8,13.6,2.2791069262975894,203926.0,Doug McDermott,F,IND
104,203932,2020-21,1610612743.0,25.0,25,25,25.9,0.5,8.2,0.266,2.6,0.705,1.8,1.5,3.2,4.7,2.2,0.7,0.6,1.2,1.6,10.2,2.504664792181231,203932.0,Aaron Gordon,F,DEN
105,203933,2019-20,1610612754.0,26.0,67,67,32.9,0.536,14.9,0.403,3.4,0.819,3.0,1.0,3.2,4.2,1.5,1.2,0.5,1.3,2.8,19.8,-0.5568821455938207,203933.0,TJ Warren,F,IND
106,203935,2020-21,1610612738.0,27.0,48,45,32.9,0.398,10.6,0.33,5.9,0.79,3.4,0.8,2.7,3.5,5.7,1.5,0.5,2.0,2.6,13.1,6.2013627983198845,203935.0,Marcus Smart,G,BOS
107,203937,2020-21,1610612763.0,27.0,69,69,27.4,0.468,9.5,0.36,3.8,0.783,2.7,0.8,5.0,5.7,3.6,1.2,0.8,1.2,1.7,12.4,-5.2271551609540206,203937.0,Kyle Anderson,F,MEM
108,203944,2020-21,1610612752.0,26.0,71,71,37.6,0.456,18.6,0.411,5.5,0.811,6.0,1.2,9.0,10.2,6.0,0.9,0.3,3.4,3.2,24.1,9.763645649309298,203944.0,Julius Randle,F,NYK
109,203952,2020-21,1610612744.0,26.0,71,71,33.3,0.477,14.9,0.38,5.2,0.714,3.4,1.2,3.7,4.9,2.4,0.9,1.0,1.8,2.2,18.6,10.120697448806027,203952.0,Andrew Wiggins,F,GSW
110,203954,2020-21,1610612755.0,27.0,51,51,31.1,0.513,17.6,0.377,3.0,0.859,10.7,2.2,8.4,10.6,2.8,1.0,1.4,3.1,2.4,28.5,-4.389698654286961,203954.0,Joel Embiid,C,PHI
111,203967,2019-20,1610612756.0,26.0,66,51,24.7,0.476,8.2,0.357,3.6,0.844,1.9,1.5,4.6,6.2,1.9,0.6,0.2,1.3,2.4,10.7,1.0097116486575266,203967.0,Dario Saric,F,PHX
112,203991,2020-21,1610612737.0,27.0,63,63,30.1,0.594,11.0,0.0,0.0,0.573,3.6,4.7,9.6,14.3,0.8,0.7,2.0,1.2,2.3,15.2,8.369068948557285,203991.0,Clint Capela,C,ATL
113,203992,2020-21,1610612737.0,28.0,44,27,29.7,0.473,12.8,0.438,7.6,0.909,1.0,0.5,3.2,3.6,3.3,1.1,0.3,1.2,2.3,16.4,2.9059836125358287,203992.0,Bogdan Bogdanovic,G,ATL
114,203999,2020-21,1610612743.0,26.0,72,72,34.6,0.566,18.0,0.388,3.3,0.868,5.5,2.8,8.0,10.8,8.3,1.3,0.7,3.1,2.7,26.4,2.488081346491455,203999.0,Nikola Jokic,C,DEN
115,204001,2020-21,1610612742.0,25.0,43,43,30.9,0.476,15.9,0.376,6.0,0.855,3.2,1.9,7.0,8.9,1.6,0.5,1.3,1.2,2.7,20.1,7.01158936057848,204001.0,Kristaps Porzingis,F,DAL
116,204020,2019-20,1610612751.0,28.0,8,4,24.2,0.405,9.9,0.389,4.5,1.0,2.3,1.0,2.0,3.0,3.0,0.5,0.1,0.6,1.9,12.0,11.128721607278573,,,,
117,204038,2019-20,1610612765.0,28.0,66,6,25.8,0.435,8.2,0.399,5.0,0.859,1.3,0.5,1.8,2.3,1.5,0.7,0.2,0.6,1.5,10.3,-3.8661394903375226,,,,
