,0
2247,1713
2248,200746
2249,200752
2250,200755
2251,200757
2252,200765
2253,200768
2254,200782
2255,200794
2256,200826
2257,201143
2258,201144
2259,201145
2260,201152
2261,201158
2262,201162
2263,201188
2264,201229
2265,201565
2266,201566
2267,201567
2268,201568
2269,201569
2270,201571
2271,201572
2272,201577
2273,201580
2274,201584
2275,201586
2276,201587
2277,201588
2278,201599
2279,201609
2280,201933
2281,201935
2282,201937
2283,201942
2284,201949
2285,201950
2286,201952
2287,201959
2288,201960
2289,201961
2290,201976
2291,201980
2292,201988
2293,202066
2294,202083
2295,202323
2296,202324
2297,202329
2298,202330
2299,202331
2300,202335
2301,202339
2302,202340
2303,202355
2304,202357
2305,202397
2306,202681
2307,202683
2308,202684
2309,202685
2310,202687
2311,202688
2312,202689
2313,202692
2314,202693
2315,202694
2316,202695
2317,202696
2318,202697
2319,202699
2320,202709
2321,202710
2322,202711
2323,202718
2324,202722
2325,202734
2326,202738
2327,202954
2328,203076
2329,203077
2330,203078
2331,203081
2332,203082
2333,203083
2334,203084
2335,203085
2336,203086
2337,203087
2338,203090
2339,203095
2340,203107
2341,203109
2342,203110
2343,203114
2344,203115
2345,203118
2346,203124
2347,203145
2348,203200
2349,203210
2350,203457
2351,203458
2352,203459
2353,203463
2354,203468
2355,203469
2356,203471
2357,203473
2358,203476
2359,203482
2360,203484
2361,203486
2362,203487
2363,203488
2364,203490
2365,203496
2366,203497
2367,203500
2368,203501
2369,203503
2370,203504
2371,203507
2372,203516
2373,203521
2374,203524
2375,203526
2376,203552
2377,203584
2378,203585
2379,203648
2380,203894
2381,203895
2382,203897
2383,203901
2384,203903
2385,203914
2386,203915
2387,203918
2388,203920
2389,203922
2390,203924
2391,203925
2392,203926
2393,203932
2394,203933
2395,203935
2396,203937
2397,203939
2398,203943
2399,203944
2400,203952
2401,203953
2402,203954
2403,203957
2404,203967
2405,203991
2406,203992
2407,203998
2408,203999
2409,204001
2410,204020
2411,204025
2412,204038
2413,204060
2414,204456
2415,2199
2416,2544
2417,2546
2418,2594
2419,2730
2420,2772
2421,101107
2422,101108
2423,101139
2424,101141
2425,101150
2426,1626143
2427,1626144
2428,1626145
2429,1626149
2430,1626153
2431,1626156
2432,1626157
2433,1626158
2434,1626159
2435,1626161
2436,1626162
2437,1626163
2438,1626164
2439,1626167
2440,1626168
2441,1626169
2442,1626171
2443,1626172
2444,1626174
2445,1626178
2446,1626179
2447,1626181
2448,1626188
2449,1626192
2450,1626196
2451,1626203
2452,1626204
2453,1626209
2454,1626220
2455,1626224
2456,1626246
2457,1626259
2458,1627732
2459,1627734
2460,1627736
2461,1627737
2462,1627739
2463,1627741
2464,1627742
2465,1627745
2466,1627746
2467,1627747
2468,1627748
2469,1627749
2470,1627750
2471,1627751
2472,1627752
2473,1627759
2474,1627761
2475,1627763
2476,1627767
2477,1627774
2478,1627775
2479,1627777
2480,1627780
2481,1627783
2482,1627788
2483,1627789
2484,1627790
2485,1627812
2486,1627814
2487,1627820
2488,1627823
2489,1627826
2490,1627827
2491,1627832
2492,1627846
2493,1627853
2494,1627854
2495,1627863
2496,1627884
2497,1627885
2498,1627936
2499,1627982
2500,1628021
2501,1628035
2502,1628365
2503,1628366
2504,1628368
2505,1628369
2506,1628370
2507,1628371
2508,1628372
2509,1628373
2510,1628374
2511,1628378
2512,1628379
2513,1628380
2514,1628381
2515,1628382
2516,1628384
2517,1628385
2518,1628386
2519,1628388
2520,1628389
2521,1628390
2522,1628391
2523,1628392
2524,1628394
2525,1628395
2526,1628396
2527,1628398
2528,1628400
2529,1628401
2530,1628402
2531,1628403
2532,1628404
2533,1628405
2534,1628407
2535,1628410
2536,1628411
2537,1628415
2538,1628418
2539,1628420
2540,1628422
2541,1628425
2542,1628436
2543,1628449
2544,1628464
2545,1628467
2546,1628470
2547,1628476
2548,1628518
2549,1628960
2550,1628963
2551,1628966
2552,1628969
2553,1628970
2554,1628971
2555,1628972
2556,1628973
2557,1628975
2558,1628976
2559,1628977
2560,1628978
2561,1628980
2562,1628981
2563,1628982
2564,1628983
2565,1628984
2566,1628987
2567,1628988
2568,1628989
2569,1628990
2570,1628991
2571,1628993
2572,1628995
2573,1628997
2574,1628998
2575,1629001
2576,1629004
2577,1629006
2578,1629008
2579,1629010
2580,1629011
2581,1629012
2582,1629013
2583,1629014
2584,1629016
2585,1629018
2586,1629020
2587,1629021
2588,1629023
2589,1629026
2590,1629027
2591,1629028
2592,1629029
2593,1629033
2594,1629035
2595,1629048
2596,1629056
2597,1629057
2598,1629058
2599,1629059
2600,1629060
2601,1629065
2602,1629066
2603,1629067
2604,1629076
2605,1629103
2606,1629109
2607,1629117
2608,1629126
2609,1629130
2610,1629134
2611,1629139
2612,1629140
2613,1629151
2614,1629164
2615,1629185
2616,1629346
2617,1629598
2618,1629610
2619,1629611
2620,1629628
2621,1629629
2622,1629630
2623,1629631
2624,1629632
2625,1629633
2626,1629634
2627,1629635
2628,1629636
2629,1629637
2630,1629638
2631,1629639
2632,1629641
2633,1629642
2634,1629645
2635,1629647
2636,1629648
2637,1629649
2638,1629650
2639,1629651
2640,1629652
2641,1629660
2642,1629661
2643,1629662
2644,1629663
2645,1629672
2646,1629673
2647,1629678
2648,1629680
2649,1629684
2650,1629713
2651,1629735
2652,1629738
2653,1629740
2654,1629741
2655,1629750
2656,1713
2657,200746
2658,200752
2659,200755
2660,200757
2661,200765
2662,200768
2663,200782
2664,200794
2665,201143
2666,201144
2667,201145
2668,201152
2669,201158
2670,201162
2671,201163
2672,201188
2673,201229
2674,201565
2675,201566
2676,201567
2677,201568
2678,201569
2679,201571
2680,201572
2681,201577
2682,201580
2683,201584
2684,201586
2685,201587
2686,201588
2687,201599
2688,201609
2689,201933
2690,201935
2691,201937
2692,201942
2693,201949
2694,201950
2695,201952
2696,201959
2697,201960
2698,201961
2699,201976
2700,201980
2701,201988
2702,202066
2703,202083
2704,202329
2705,202330
2706,202331
2707,202334
2708,202335
2709,202339
2710,202340
2711,202355
2712,202357
2713,202397
2714,202681
2715,202683
2716,202684
2717,202685
2718,202687
2719,202688
2720,202689
2721,202692
2722,202693
2723,202694
2724,202695
2725,202696
2726,202697
2727,202699
2728,202709
2729,202710
2730,202711
2731,202718
2732,202722
2733,202734
2734,202738
2735,202954
2736,203076
2737,203077
2738,203078
2739,203081
2740,203082
2741,203083
2742,203084
2743,203085
2744,203086
2745,203087
2746,203089
2747,203090
2748,203095
2749,203107
2750,203109
2751,203110
2752,203114
2753,203115
2754,203118
2755,203124
2756,203145
2757,203200
2758,203210
2759,203382
2760,203457
2761,203458
2762,203459
2763,203463
2764,203468
2765,203469
2766,203471
2767,203473
2768,203476
2769,203482
2770,203484
2771,203486
2772,203487
2773,203488
2774,203490
2775,203496
2776,203497
2777,203500
2778,203501
2779,203503
2780,203504
2781,203507
2782,203516
2783,203521
2784,203524
2785,203526
2786,203552
2787,203584
2788,203585
2789,203648
2790,203658
2791,203705
2792,203894
2793,203895
2794,203897
2795,203901
2796,203903
2797,203914
2798,203915
2799,203918
2800,203920
2801,203922
2802,203924
2803,203925
2804,203926
2805,203932
2806,203933
2807,203935
2808,203937
2809,203939
2810,203943
2811,203944
2812,203952
2813,203953
2814,203954
2815,203957
2816,203960
2817,203967
2818,203991
2819,203992
2820,203998
2821,203999
2822,204001
2823,204020
2824,204025
2825,204038
2826,204060
2827,204456
2828,2199
2829,2544
2830,2546
2831,2594
2832,2730
2833,2772
2834,101107
2835,101108
2836,101133
2837,101139
2838,101141
2839,101150
2840,1626143
2841,1626144
2842,1626145
2843,1626149
2844,1626153
2845,1626156
2846,1626157
2847,1626158
2848,1626159
2849,1626161
2850,1626162
2851,1626163
2852,1626164
2853,1626167
2854,1626168
2855,1626169
2856,1626171
2857,1626172
2858,1626174
2859,1626178
2860,1626179
2861,1626181
2862,1626188
2863,1626192
2864,1626195
2865,1626196
2866,1626203
2867,1626204
2868,1626209
2869,1626220
2870,1626224
2871,1626246
2872,1626259
2873,1627732
2874,1627734
2875,1627736
2876,1627737
2877,1627739
2878,1627741
2879,1627742
2880,1627745
2881,1627746
2882,1627747
2883,1627748
2884,1627749
2885,1627750
2886,1627751
2887,1627752
2888,1627759
2889,1627761
2890,1627763
2891,1627767
2892,1627774
2893,1627777
2894,1627783
2895,1627788
2896,1627789
2897,1627790
2898,1627812
2899,1627814
2900,1627820
2901,1627823
2902,1627826
2903,1627827
2904,1627832
2905,1627846
2906,1627853
2907,1627854
2908,1627863
2909,1627884
2910,1627936
2911,1628021
2912,1628035
2913,1628365
2914,1628368
2915,1628369
2916,1628370
2917,1628371
2918,1628373
2919,1628374
2920,1628378
2921,1628379
2922,1628381
2923,1628382
2924,1628384
2925,1628385
2926,1628386
2927,1628388
2928,1628389
2929,1628390
2930,1628391
2931,1628392
2932,1628394
2933,1628395
2934,1628396
2935,1628398
2936,1628400
2937,1628401
2938,1628402
2939,1628403
2940,1628404
2941,1628405
2942,1628407
2943,1628410
2944,1628411
2945,1628415
2946,1628418
2947,1628420
2948,1628422
2949,1628425
2950,1628430
2951,1628436
2952,1628449
2953,1628464
2954,1628467
2955,1628470
2956,1628518
2957,1628960
2958,1628963
2959,1628964
2960,1628966
2961,1628969
2962,1628970
2963,1628971
2964,1628972
2965,1628973
2966,1628975
2967,1628976
2968,1628977
2969,1628978
2970,1628980
2971,1628981
2972,1628982
2973,1628983
2974,1628984
2975,1628985
2976,1628988
2977,1628989
2978,1628990
2979,1628991
2980,1628993
2981,1628995
2982,1628997
2983,1628998
2984,1629002
2985,1629003
2986,1629004
2987,1629006
2988,1629008
2989,1629010
2990,1629011
2991,1629012
2992,1629013
2993,1629014
2994,1629016
2995,1629018
2996,1629019
2997,1629020
2998,1629021
2999,1629022
3000,1629023
3001,1629026
3002,1629027
3003,1629028
3004,1629029
3005,1629033
3006,1629035
3007,1629048
3008,1629056
3009,1629057
3010,1629058
3011,1629059
3012,1629060
3013,1629065
3014,1629066
3015,1629067
3016,1629076
3017,1629109
3018,1629126
3019,1629130
3020,1629134
3021,1629151
3022,1629162
3023,1629185
3024,1629234
3025,1629346
3026,1629597
3027,1629598
3028,1629611
3029,1629628
3030,1629629
3031,1629630
3032,1629631
3033,1629632
3034,1629633
3035,1629634
3036,1629636
3037,1629637
3038,1629638
3039,1629639
3040,1629642
3041,1629645
3042,1629647
3043,1629648
3044,1629650
3045,1629651
3046,1629652
3047,1629655
3048,1629658
3049,1629660
3050,1629661
3051,1629662
3052,1629663
3053,1629669
3054,1629672
3055,1629673
3056,1629678
3057,1629680
3058,1629684
3059,1629713
3060,1629714
3061,1629718
3062,1629726
3063,1629735
3064,1629738
3065,1629740
3066,1629741
3067,1629744
3068,1629750
3069,1713
3070,200746
3071,200752
3072,200755
3073,200757
3074,200765
3075,200768
3076,200782
3077,200794
3078,201143
3079,201144
3080,201145
3081,201152
3082,201158
3083,201162
3084,201163
3085,201188
3086,201229
3087,201565
3088,201566
3089,201567
3090,201568
3091,201569
3092,201571
3093,201572
3094,201577
3095,201580
3096,201583
3097,201586
3098,201587
3099,201588
3100,201599
3101,201609
3102,201933
3103,201935
3104,201937
3105,201942
3106,201949
3107,201950
3108,201952
3109,201959
3110,201960
3111,201961
3112,201976
3113,201980
3114,201988
3115,202066
3116,202083
3117,202323
3118,202324
3119,202329
3120,202330
3121,202331
3122,202334
3123,202335
3124,202339
3125,202340
3126,202355
3127,202357
3128,202397
3129,202683
3130,202684
3131,202685
3132,202687
3133,202688
3134,202689
3135,202692
3136,202693
3137,202694
3138,202695
3139,202696
3140,202697
3141,202699
3142,202709
3143,202710
3144,202711
3145,202718
3146,202722
3147,202734
3148,202738
3149,202954
3150,203076
3151,203077
3152,203078
3153,203081
3154,203082
3155,203083
3156,203084
3157,203085
3158,203086
3159,203087
3160,203089
3161,203090
3162,203095
3163,203107
3164,203109
3165,203110
3166,203114
3167,203115
3168,203118
3169,203124
3170,203145
3171,203200
3172,203210
3173,203382
3174,203457
3175,203458
3176,203459
3177,203463
3178,203468
3179,203469
3180,203471
3181,203473
3182,203476
3183,203482
3184,203484
3185,203486
3186,203488
3187,203490
3188,203496
3189,203497
3190,203500
3191,203501
3192,203503
3193,203504
3194,203507
3195,203516
3196,203521
3197,203524
3198,203526
3199,203552
3200,203584
3201,203585
3202,203658
3203,203705
3204,203894
3205,203895
3206,203897
3207,203903
3208,203914
3209,203915
3210,203918
3211,203920
3212,203922
3213,203924
3214,203925
3215,203926
3216,203932
3217,203933
3218,203935
3219,203937
3220,203939
3221,203943
3222,203944
3223,203952
3224,203953
3225,203954
3226,203957
3227,203960
3228,203967
3229,203991
3230,203992
3231,203998
3232,203999
3233,204001
3234,204020
3235,204025
3236,204038
3237,204060
3238,204456
3239,2199
3240,2544
3241,2546
3242,2594
3243,2730
3244,2772
3245,101107
3246,101108
3247,101133
3248,101139
3249,101141
3250,101150
3251,1626143
3252,1626144
3253,1626145
3254,1626149
3255,1626153
3256,1626156
3257,1626157
3258,1626158
3259,1626159
3260,1626161
3261,1626162
3262,1626163
3263,1626164
3264,1626167
3265,1626169
3266,1626171
3267,1626172
3268,1626178
3269,1626179
3270,1626181
3271,1626188
3272,1626192
3273,1626195
3274,1626196
3275,1626203
3276,1626204
3277,1626209
3278,1626220
3279,1626224
3280,1626246
3281,1626259
3282,1627732
3283,1627734
3284,1627736
3285,1627737
3286,1627739
3287,1627740
3288,1627741
3289,1627742
3290,1627745
3291,1627746
3292,1627747
3293,1627748
3294,1627749
3295,1627750
3296,1627751
3297,1627752
3298,1627756
3299,1627759
3300,1627761
3301,1627763
3302,1627767
3303,1627774
3304,1627777
3305,1627780
3306,1627783
3307,1627788
3308,1627789
3309,1627790
3310,1627812
3311,1627814
3312,1627820
3313,1627823
3314,1627826
3315,1627827
3316,1627832
3317,1627846
3318,1627853
3319,1627854
3320,1627863
3321,1627884
3322,1627885
3323,1627936
3324,1628021
3325,1628035
3326,1628365
3327,1628366
3328,1628368
3329,1628369
3330,1628370
3331,1628371
3332,1628372
3333,1628373
3334,1628374
3335,1628378
3336,1628379
3337,1628381
3338,1628382
3339,1628384
3340,1628386
3341,1628388
3342,1628389
3343,1628390
3344,1628391
3345,1628395
3346,1628398
3347,1628400
3348,1628401
3349,1628402
3350,1628403
3351,1628404
3352,1628407
3353,1628410
3354,1628411
3355,1628412
3356,1628415
3357,1628418
3358,1628420
3359,1628422
3360,1628425
3361,1628430
3362,1628436
3363,1628449
3364,1628464
3365,1628467
3366,1628470
3367,1628476
3368,1628513
3369,1628518
3370,1628960
3371,1628964
3372,1628966
3373,1628969
3374,1628970
3375,1628971
3376,1628972
3377,1628973
3378,1628975
3379,1628976
3380,1628977
3381,1628978
3382,1628980
3383,1628981
3384,1628983
3385,1628984
3386,1628985
3387,1628988
3388,1628989
3389,1628990
3390,1628991
3391,1628993
3392,1628995
3393,1628997
3394,1628998
3395,1629001
3396,1629002
3397,1629003
3398,1629004
3399,1629006
3400,1629008
3401,1629010
3402,1629011
3403,1629012
3404,1629013
3405,1629014
3406,1629016
3407,1629018
3408,1629019
3409,1629021
3410,1629022
3411,1629023
3412,1629026
3413,1629027
3414,1629028
3415,1629029
3416,1629033
3417,1629035
3418,1629048
3419,1629056
3420,1629057
3421,1629058
3422,1629059
3423,1629060
3424,1629065
3425,1629067
3426,1629103
3427,1629109
3428,1629117
3429,1629126
3430,1629130
3431,1629134
3432,1629151
3433,1629185
3434,1629598
3435,1629610
3436,1629611
3437,1629620
3438,1629628
3439,1629629
3440,1629630
3441,1629631
3442,1629632
3443,1629633
3444,1629634
3445,1629635
3446,1629636
3447,1629637
3448,1629638
3449,1629639
3450,1629640
3451,1629641
3452,1629642
3453,1629644
3454,1629645
3455,1629647
3456,1629649
3457,1629651
3458,1629652
3459,1629655
3460,1629660
3461,1629661
3462,1629662
3463,1629671
3464,1629672
3465,1629673
3466,1629678
3467,1629680
3468,1629682
3469,1629684
3470,1629713
3471,1629718
3472,1629726
3473,1629731
3474,1629735
3475,1629738
3476,1629740
3477,1629741
3478,1629744
3479,1629750
3480,1713
3481,200746
3482,200752
3483,200755
3484,200757
3485,200765
3486,200768
3487,200782
3488,200794
3489,201143
3490,201144
3491,201145
3492,201152
3493,201158
3494,201162
3495,201163
3496,201188
3497,201229
3498,201565
3499,201566
3500,201567
3501,201568
3502,201569
3503,201571
3504,201572
3505,201577
3506,201583
3507,201586
3508,201587
3509,201588
3510,201599
3511,201609
3512,201935
3513,201937
3514,201942
3515,201950
3516,201952
3517,201959
3518,201960
3519,201961
3520,201976
3521,201980
3522,201988
3523,202066
3524,202083
3525,202323
3526,202324
3527,202329
3528,202330
3529,202331
3530,202334
3531,202335
3532,202339
3533,202340
3534,202355
3535,202357
3536,202397
3537,202683
3538,202684
3539,202685
3540,202687
3541,202688
3542,202689
3543,202692
3544,202693
3545,202694
3546,202695
3547,202696
3548,202697
3549,202699
3550,202709
3551,202710
3552,202711
3553,202722
3554,202734
3555,202738
3556,202954
3557,203076
3558,203077
3559,203078
3560,203081
3561,203082
3562,203083
3563,203084
3564,203085
3565,203086
3566,203087
3567,203089
3568,203090
3569,203095
3570,203107
3571,203109
3572,203110
3573,203114
3574,203115
3575,203118
3576,203124
3577,203145
3578,203200
3579,203210
3580,203382
3581,203457
3582,203458
3583,203459
3584,203463
3585,203468
3586,203469
3587,203471
3588,203473
3589,203476
3590,203482
3591,203484
3592,203486
3593,203487
3594,203488
3595,203490
3596,203496
3597,203497
3598,203500
3599,203501
3600,203503
3601,203504
3602,203507
3603,203516
3604,203521
3605,203524
3606,203526
3607,203552
3608,203584
3609,203585
3610,203648
3611,203658
3612,203894
3613,203895
3614,203897
3615,203901
3616,203903
3617,203914
3618,203915
3619,203918
3620,203920
3621,203922
3622,203924
3623,203925
3624,203926
3625,203932
3626,203933
3627,203935
3628,203937
3629,203939
3630,203943
3631,203944
3632,203952
3633,203953
3634,203954
3635,203967
3636,203991
3637,203992
3638,203998
3639,203999
3640,204001
3641,204020
3642,204025
3643,204038
3644,204060
3645,204456
3646,2199
3647,2544
3648,2546
3649,2594
3650,2772
3651,101107
3652,101108
3653,101133
3654,101139
3655,101141
3656,101150
3657,1626143
3658,1626144
3659,1626145
3660,1626149
3661,1626153
3662,1626156
3663,1626157
3664,1626158
3665,1626159
3666,1626161
3667,1626162
3668,1626163
3669,1626164
3670,1626167
3671,1626168
3672,1626169
3673,1626171
3674,1626174
3675,1626178
3676,1626179
3677,1626181
3678,1626188
3679,1626192
3680,1626195
3681,1626196
3682,1626203
3683,1626204
3684,1626209
3685,1626220
3686,1626224
3687,1626259
3688,1627732
3689,1627734
3690,1627736
3691,1627737
3692,1627739
3693,1627741
3694,1627742
3695,1627745
3696,1627747
3697,1627748
3698,1627749
3699,1627750
3700,1627751
3701,1627752
3702,1627756
3703,1627759
3704,1627761
3705,1627763
3706,1627767
3707,1627774
3708,1627775
3709,1627777
3710,1627780
3711,1627783
3712,1627788
3713,1627789
3714,1627790
3715,1627812
3716,1627814
3717,1627820
3718,1627823
3719,1627826
3720,1627827
3721,1627832
3722,1627846
3723,1627853
3724,1627854
3725,1627863
3726,1627884
3727,1627936
3728,1628021
3729,1628035
3730,1628365
3731,1628366
3732,1628368
3733,1628369
3734,1628370
3735,1628371
3736,1628372
3737,1628373
3738,1628374
3739,1628378
3740,1628379
3741,1628381
3742,1628382
3743,1628384
3744,1628386
3745,1628388
3746,1628389
3747,1628390
3748,1628391
3749,1628392
3750,1628395
3751,1628396
3752,1628398
3753,1628400
3754,1628401
3755,1628402
3756,1628404
3757,1628407
3758,1628410
3759,1628411
3760,1628412
3761,1628415
3762,1628418
3763,1628420
3764,1628422
3765,1628425
3766,1628427
3767,1628436
3768,1628443
3769,1628449
3770,1628464
3771,1628467
3772,1628470
3773,1628476
3774,1628513
3775,1628518
3776,1628960
3777,1628963
3778,1628964
3779,1628966
3780,1628969
3781,1628970
3782,1628971
3783,1628972
3784,1628973
3785,1628975
3786,1628976
3787,1628977
3788,1628978
3789,1628980
3790,1628981
3791,1628983
3792,1628984
3793,1628988
3794,1628989
3795,1628991
3796,1628993
3797,1628995
3798,1628998
3799,1629001
3800,1629002
3801,1629003
3802,1629004
3803,1629006
3804,1629008
3805,1629010
3806,1629011
3807,1629012
3808,1629013
3809,1629014
3810,1629016
3811,1629018
3812,1629019
3813,1629021
3814,1629022
3815,1629023
3816,1629026
3817,1629027
3818,1629028
3819,1629029
3820,1629033
3821,1629035
3822,1629048
3823,1629056
3824,1629057
3825,1629058
3826,1629059
3827,1629060
3828,1629065
3829,1629066
3830,1629067
3831,1629103
3832,1629130
3833,1629134
3834,1629151
3835,1629162
3836,1629164
3837,1629185
3838,1629234
3839,1629346
3840,1629598
3841,1629611
3842,1629620
3843,1629628
3844,1629629
3845,1629630
3846,1629631
3847,1629632
3848,1629633
3849,1629634
3850,1629635
3851,1629636
3852,1629637
3853,1629638
3854,1629639
3855,1629641
3856,1629642
3857,1629645
3858,1629647
3859,1629648
3860,1629651
3861,1629652
3862,1629655
3863,1629660
3864,1629661
3865,1629662
3866,1629667
3867,1629672
3868,1629673
3869,1629678
3870,1629680
3871,1629684
3872,1629713
3873,1629718
3874,1629726
3875,1629731
3876,1629735
3877,1629740
3878,1629741
3879,1629742
3880,1629744
3881,1629750
3882,1713
3883,200746
3884,200752
3885,200755
3886,200757
3887,200765
3888,200768
3889,200782
3890,200794
3891,201143
3892,201144
3893,201145
3894,201152
3895,201158
3896,201162
3897,201163
3898,201188
3899,201229
3900,201565
3901,201566
3902,201567
3903,201568
3904,201569
3905,201571
3906,201572
3907,201577
3908,201586
3909,201587
3910,201588
3911,201609
3912,201933
3913,201935
3914,201937
3915,201939
3916,201942
3917,201949
3918,201950
3919,201952
3920,201959
3921,201960
3922,201961
3923,201976
3924,201980
3925,201988
3926,202066
3927,202083
3928,202323
3929,202324
3930,202329
3931,202330
3932,202331
3933,202334
3934,202335
3935,202339
3936,202340
3937,202355
3938,202357
3939,202397
3940,202681
3941,202683
3942,202684
3943,202685
3944,202687
3945,202688
3946,202689
3947,202692
3948,202693
3949,202694
3950,202695
3951,202696
3952,202699
3953,202704
3954,202709
3955,202710
3956,202711
3957,202718
3958,202722
3959,202734
3960,202738
3961,202954
3962,203076
3963,203077
3964,203078
3965,203081
3966,203082
3967,203083
3968,203084
3969,203085
3970,203086
3971,203087
3972,203090
3973,203095
3974,203107
3975,203109
3976,203110
3977,203114
3978,203115
3979,203118
3980,203124
3981,203145
3982,203200
3983,203210
3984,203382
3985,203457
3986,203458
3987,203459
3988,203463
3989,203468
3990,203469
3991,203471
3992,203473
3993,203476
3994,203482
3995,203484
3996,203486
3997,203487
3998,203488
3999,203490
4000,203496
4001,203497
4002,203500
4003,203501
4004,203503
4005,203504
4006,203507
4007,203516
4008,203521
4009,203524
4010,203526
4011,203552
4012,203584
4013,203585
4014,203648
4015,203658
4016,203894
4017,203895
4018,203897
4019,203901
4020,203903
4021,203914
4022,203915
4023,203918
4024,203920
4025,203922
4026,203924
4027,203925
4028,203926
4029,203932
4030,203933
4031,203935
4032,203937
4033,203939
4034,203943
4035,203944
4036,203952
4037,203953
4038,203954
4039,203957
4040,203967
4041,203991
4042,203992
4043,203999
4044,204001
4045,204020
4046,204025
4047,204038
4048,204060
4049,204456
4050,2199
4051,2544
4052,2546
4053,2594
4054,2772
