Stanley Johnson;3097800;3435977
Thon Maker;3086784;3423758
Marquese Chriss;3073800;3409357
Zach Collins;3057240;3390989
Mindaugas Kuzminskas;3028410;3359012
James Ennis;3028410;3359012
Seth Curry;3028410;3359012
Tomas Satoransky;3000000;3327500
Ramon Sessions;2986463;3312485
Lucas Nogueira;2947304;3269052
Jusuf Nurkic;2947304;3269052
Malik Monk;2904480;3221553
Frank Kaminsky;2847600;3158463
Andrew Nicholson;2844429;3154946
Jakob Poeltl;2825640;3134106
Luke Kennard;2759280;3060502
Justise Winslow;2705040;3000341
Michael Carter-Williams;2700000;2994750
Cedi Osman;2642857;2931369
Donovan Mitchell;2621280;2907437
Gary Harris;2550055;2828436
Domantas Sabonis;2550000;2828375
Derrick Rose;2533488;2810060
Manu Ginobili;2500000;2772917
Reggie Bullock;2500000;2772917
Malcolm Delaney;2500000;2772917
Bam Adebayo;2490360;2762225
Georgios Papagiannis;2486757;2758228
Myles Turner;2483040;2754106
Bruno Caboclo;2451224;2718816
Ronnie Price;2442455;2709090
Trey Lyles;2441400;2707920
Dario Saric;2422560;2687023
Taurean Prince;2422560;2687023
Rodney Hood;2386864;2647430
Justin Jackson;2365560;2623801
Shabazz Napier;2361359;2619141
Rashad Vaughn;2338653;2593955
Clint Capela;2334528;2589381
Nick Collison;2328652;2582863
Raymond Felton;2328652;2582863
Jarrett Jack;2328652;2582863
Jason Terry;2328652;2582863
Udonis Haslem;2328652;2582863
David West;2328652;2582863
Jose Calderon;2328652;2582863
Devin Booker;2319360;2572557
Dante Cunningham;2300000;2551084
Wade Baldwin;2254292;2500385
Justin Patton;2247480;2492830
Guerschon Yabusele;2247480;2492830
Monta Ellis;2245400;2490523
Cameron Payne;2203440;2443982
Denzel Valentine;2186400;2425082
Kyle Anderson;2151704;2386599
DJ Wilson;2135040;2368115
Marreese Speights;2116955;2348056
Michael Beasley;2116955;2348056
Aaron Brooks;2116955;2348056
Luc Mbah a Moute;2116955;2348056
JaVale McGee;2116955;2348056
Jeff Green;2116955;2348056
Omri Casspi;2106470;2336426
Mario Chalmers;2106407;2336357
Darius Miller;2100000;2329250
Kelly Oubre;2093040;2321530
Juan Hernangomez;2076840;2303562
TJ Leaf;2028360;2249789
Spencer Hawes;2007058;2226162
Tim Frazier;2000000;2218333
Terry Rozier;1988520;2205600
Luke Babbitt;1974159;2189671
John Collins;1936920;2148367
Shabazz Muhammad;1924755;2134874
Harry Giles;1859400;2062385
Troy Williams;1842176;2043280
Sam Dekker;1794600;1990511
Terrance Ferguson;1785000;1979863
Henry Ellenson;1780800;1975204
Eric Moreland;1740000;1929950
Jerian Grant;1713840;1900934
Jarrett Allen;1713720;1900801
Mike Scott;1709538;1896163
Jordan Crawford;1709538;1896163
Tyler Zeller;1709538;1896163
Quincy Acy;1709538;1896163
Malik Beasley;1700640;1886293
OG Anunoby;1645200;1824801
Delon Wright;1645200;1824801
Ante Zizic;1645200;1824801
Caris LeVert;1632480;1810692
Mike Dunleavy;1600000;1774667
Timothe Luwawu;1594590;1768666
Justin Anderson;1579440;1751862
Tyler Lydon;1579440;1751862
Ian Clark;1577230;1749411
DeAndre Bembry;1567200;1738286
Joffrey Lauvergne;1524305;1690708
Jerami Grant;1524305;1690708
Johnny O'Bryant;1524305;1690708
Tyler Ennis;1524305;1690708
Glenn Robinson III;1524305;1690708
Julyan Stone;1524305;1690708
Spencer Dinwiddie;1524305;1690708
Joe Harris;1524305;1690708
Shane Larkin;1524305;1690708
Bobby Portis;1516320;1681852
DeAndre Liggins;1505942;1670340
Malachi Richardson;1504560;1668808
Chris McCullough;1471382;1632008
Raul Neto;1471382;1632008
Norman Powell;1471382;1632008
Pat Connaughton;1471382;1632008
TJ McConnell;1471382;1632008
Richaun Holmes;1471382;1632008
Josh Huestis;1471382;1632008
Tyus Jones;1471382;1632008
Jordan Mickey;1471382;1632008
Josh Richardson;1471382;1632008
Jarell Martin;1471382;1632008
Montrezl Harrell;1471382;1632008
Joseph Young;1471382;1632008
Kevon Looney;1471382;1632008
Nikola Jokic;1471382;1632008
Salah Mejri;1471382;1632008
Larry Nance Jr;1471382;1632008
Willie Reed;1471382;1632008
Tony Allen;1471382;1632008
Caleb Swanigan;1465920;1625950
Furkan Korkmaz;1465920;1625950
Okaro White;1460927;1620411
Rondae Hollis-Jefferson;1455720;1614636
Willy Hernangomez;1435750;1592486
Kyle Kuzma;1423560;1578965
Tony Bradley;1414920;1569382
Derrick White;1404600;1557935
Josh Hart;1394520;1546755
Gerald Green;1381403;1532206
Brice Johnson;1331160;1476478
Fred VanVleet;1312611;1455904
Pascal Siakam;1312611;1455904
Davis Bertans;1312611;1455904
Bryn Forbes;1312611;1455904
Dejounte Murray;1312611;1455904
Skal Labissiere;1312611;1455904
Jake Layman;1312611;1455904
Tyler Ulis;1312611;1455904
Chasson Randle;1312611;1455904
Cheick Diallo;1312611;1455904
Marcus Georges-Hunt;1312611;1455904
Malcolm Brogdon;1312611;1455904
AJ Hammons;1312611;1455904
Rodney McGruder;1312611;1455904
Wayne Selden;1312611;1455904
Andrew Harrison;1312611;1455904
Deyonta Davis;1312611;1455904
Ivica Zubac;1312611;1455904
Chinanu Onuaku;1312611;1455904
Damian Jones;1312611;1455904
Patrick McCaw;1312611;1455904
Yogi Ferrell;1312611;1455904
Dorian Finney-Smith;1312611;1455904
David Nwaba;1312611;1455904
Paul Zipser;1312611;1455904
Treveon Graham;1312611;1455904
Isaiah Whitehead;1312611;1455904
Sheldon Mac;1312611;1455904
Isaiah Taylor;1312611;1455904
Diamond Stone;1312611;1455904
Semi Ojeleye;1291892;1432923
Livio Jean-Charles;1242240;1377851
Bobby Brown;1231500;1365939
Frank Mason;1184385;1313680
Abdel Nader;1167333;1294767
Isaiah Canaan;1113863;1235459
Damyean Dotson;1100000;1220083
Andrew Bogut;1078810;1196580
Wesley Iwundu;1050000;1164625
Justin Hamilton;1000000;1109166
Festus Ezeli;1000000;1109166
Gerald Henderson;1000000;1109166
Damien Wilkins;992696;1101065
Ivan Rabb;950000;1053708
Rade Zagorac;950000;1053708
Ike Anigbogu;950000;1053708
Jason Thompson;893333;990855
Royce O'Neale;815615;904653
Alfonzo McKinnie;815615;904653
Brandon Paul;815615;904653
Davon Reed;815615;904653
Khem Birch;815615;904653
Dakari Johnson;815615;904653
Frank Jackson;815615;904653
Sterling Brown;815615;904653
Dillon Brooks;815615;904653
Thomas Bryant;815615;904653
Sindarius Thornwell;815615;904653
Jawun Evans;815615;904653
Zhou Qi;815615;904653
Jordan Bell;815615;904653
Maxi Kleber;815615;904653
Dwayne Bacon;815615;904653
Daniel Theis;815615;904653
Tyler Dorsey;815615;904653
Emeka Okafor;813293;902077
Trey Burke;784160;869764
Alex Poythress;778668;863672
Dwight Buycks;748160;829834
Joel Bolomboy;708200;785511
Kyle Collinsworth;595702;660732
Jeff Withey;593780;658601
Kay Felder;551866;612111
Leandro Barbosa;500000;554583
Michael Gbinije;500000;554583
Derrick Jones;462875;513405
Nicolas Brussino;393041;435948
Antonius Cleveland;384116;426047
Brandon Jennings;380830;422404
CJ Watson;333333;369721
Demetrius Jackson;319266;354118
Travis Wear;304051;337243
Cameron Oliver;300000;332750
Shaquille Harrison;230399;255550
Larry Drew II;222474;246760
Jaylen Morris;198143;219773
Nigel Hayes;193532;214658
David Stockton;192812;213860
Quinn Cook;189832;210554
Georges Niang;177250;196599
Aaron Harrison;174570;193627
Omari Johnson;170495;189107
Naz Long;167158;185406
Jarell Eddie;166256;184404
Rodney Purvis;165887;183996
Mike James;164802;182792
Briante Weber;160378;177885
Marquis Teague;157944;175186
Gary Payton II;154500;171366
Jeremy Evans;154059;170877
Carrick Felix;140901;156282
Damion Lee;138239;153330
Kendrick Perkins;131562;145924
Milton Doyle;127250;141141
Brandon Rush;119601;132657
Ty Lawson;119009;132000
Derrick Williams;104059;115418
KJ McDaniels;100000;110916
Tim Quarterman;96406;106930
Josh Gray;92159;102219
Walter Lemon Jr;92159;102219
Jaylen Johnson;87551;97108
MarShon Brooks;86118;95519
CJ Fair;82943;91997
Devin Robinson;77250;85683
Michael Young;77250;85683
Erik McCree;77250;85683
Nate Wolters;77250;85683
Eric Griffin;77250;85683
Lorenzo Brown;77250;85683
Malcolm Miller;77250;85683
Matt Costello;77250;85683
Darrun Hilliard;77250;85683
Jack Cooley;77250;85683
JaKarr Sampson;77250;85683
CJ Wilcox;77250;85683
Danuel House;77250;85683
Alec Peters;77250;85683
James Young;77250;85683
Jacob Pullen;77250;85683
James Michael McAdoo;77250;85683
Jamel Artis;77250;85683
Adreian Payne;77250;85683
PJ Dozier;77250;85683
Daniel Hamilton;77250;85683
Isaiah Hicks;77250;85683
Luke Kornet;77250;85683
Charles Cooke;77250;85683
Amile Jefferson;77250;85683
Anthony Brown;77250;85683
Marshall Plumlee;77250;85683
Xavier Munford;77250;85683
Derrick Walton;77250;85683
Matt Williams;77250;85683
Myke Henry;77250;85683
Vince Hunter;77250;85683
Kobi Simmons;77250;85683
Vander Blue;77250;85683
Alex Caruso;77250;85683
Tyrone Wallace;77250;85683
CJ Williams;77250;85683
Jamil Wilson;77250;85683
Ben Moore;77250;85683
Edmond Sumner;77250;85683
Markel Brown;77250;85683
RJ Hunter;77250;85683
Chris Boucher;77250;85683
Reggie Hearn;77250;85683
Luis Montero;77250;85683
Monte Morris;77250;85683
Torrey Craig;77250;85683
Jalen Jones;77250;85683
Gian Clavell;77250;85683
Johnathan Motley;77250;85683
London Perrantes;77250;85683
John Holland;77250;85683
Ryan Arcidiacono;77250;85683
Antonio Blakeney;77250;85683
Marcus Paige;77250;85683
Mangok Mathiang;77250;85683
James Webb;77250;85683
Jacob Wiley;77250;85683
Yakuba Ouattara;77250;85683
Jabari Bird;77250;85683
Kadeem Allen;77250;85683
Andrew White;77250;85683
Tyler Cavanaugh;77250;85683
Josh Magette;77250;85683
Scotty Hopson;74158;82253
Jonathan Gibson;74158;82253
Xavier Silas;74158;82253
Daniel Ochefu;50000;55458
Bronson Koenig;50000;55458
VJ Beachem;50000;55458
Landry Nnoko;50000;55458
Andre Ingram;46079;51109
Trey McKinney-Jones;46079;51109
Aaron Jackson;46079;51109
Jameel Warney;46079;51109
Marcus Thornton II;46079;51109
