Ricky Rubio;14800000;15957445
Tobias Harris;14800000;15957445
JR Smith;14720000;15871189
Brandon Knight;14631250;15775498
James Johnson;14420700;15548482
Robin Lopez;14357750;15480609
Kenneth Faried;14242782;15356649
Marvin Williams;14087500;15189224
Taj Gibson;14000000;15094881
Thaddeus Young;13764045;14840473
Tyson Chandler;13585000;14647425
Marcin Gortat;13565218;14626096
Kelly Olynyk;13537527;14596240
Cody Zeller;13528090;14586065
Eric Gordon;13500375;14556182
Austin Rivers;13155324;14184146
Khris Middleton;13000000;14016675
Michael Kidd-Gilchrist;13000000;14016675
Mason Plumlee;12917808;13928055
Wilson Chandler;12800562;13801640
Solomon Hill;12763467;13761644
Nikola Vucevic;12750000;13747123
Dion Waiters;12705000;13698604
Joe Ingles;12545455;13526582
Jeremy Lin;12516746;13495627
Nikola Mirotic;12500000;13477572
Jordan Clarkson;12500000;13477572
Tyreke Evans;12400000;13369751
Miles Plumlee;12400000;13369751
Courtney Lee;12253780;13212096
JJ Redick;12250000;13208020
Avery Bradley;12000000;12938469
Kentavious Caldwell-Pope;12000000;12938469
Kemba Walker;12000000;12938469
Will Barton;11830358;12755560
TJ Warren;11750000;12668918
Zach Randolph;11692308;12606714
Patrick Mills;11571429;12476381
Alec Burks;11536515;12438737
Omer Asik;11286516;12169186
Marcus Smart;11160716;12033548
Jusuf Nurkic;11111111;11980064
Iman Shumpert;11011234;11872376
Moe Harkless;10837079;11684601
Tony Snell;10607143;11436683
Dante Exum;10600000;11428981
Meyers Leonard;10595506;11424135
John Henson;10577466;11404685
Terrence Ross;10500000;11321160
Mirza Teletovic;10500000;11321160
Bojan Bogdanovic;10500000;11321160
Robert Covington;10464092;11282444
Rudy Gay;10087200;10876077
Jon Leuer;10002681;10784948
Danny Green;10000000;10782057
Andre Roberson;10000000;10782057
Darren Collison;10000000;10782057
Dwight Powell;9631250;10384469
Matthew Dellavedova;9607500;10358862
Jared Dudley;9530000;10275301
Boban Marjanovic;9490740;10232970
Norman Powell;9367200;10099769
Josh Richardson;9367200;10099769
Markieff Morris;9173294;9890697
Bogdan Bogdanovic;9000000;9703852
Rajon Rondo;9000000;9703852
E'Twaun Moore;8808685;9497575
Kosta Koufos;8739500;9422979
Fred VanVleet;8653847;9330627
Wayne Ellington;8653076;9329796
Julius Randle;8641000;9316776
Kyle Anderson;8641000;9316776
Jerryd Bayless;8575916;9246602
Cristiano Felicio;8470980;9133459
Markelle Fultz;8339880;8992106
Jerami Grant;8333333;8985047
CJ Miles;8333333;8985047
Joe Harris;8333333;8985047
Shaun Livingston;8307692;8957401
Deandre Ayton;8175840;8815238
JaMychal Green;8066667;8697527
Garrett Temple;8000000;8625646
Louis Williams;8000000;8625646
PJ Tucker;7959537;8582018
Cory Joseph;7945000;8566345
Karl-Anthony Towns;7839435;8452524
Kyle Korver;7560000;8151235
Darrell Arthur;7464912;8048711
Lonzo Ball;7461960;8045528
Doug McDermott;7333334;7906843
Marvin Bagley;7314960;7887032
Jae Crowder;7305825;7877182
DJ Augustin;7250000;7816992
Lance Thomas;7119650;7676447
D'Angelo Russell;7019698;7568679
Davis Bertans;7000000;7547440
Ersan Ilyasova;7000000;7547440
Langston Galloway;7000000;7547440
Jeremy Lamb;7000000;7547440
Al-Farouq Aminu;6957105;7501190
Jayson Tatum;6700800;7224841
Luka Doncic;6569040;7082776
Nemanja Bjelica;6500000;7008337
Mario Hezonja;6500000;7008337
Ben Simmons;6434520;6937736
Milos Teodosic;6300000;6792696
Dewayne Dedmon;6300000;6792696
Marco Belinelli;6153846;6635112
Wesley Johnson;6134000;6613714
Josh Jackson;6041520;6514001
Jonathon Simmons;6000000;6469234
Montrezl Harrell;6000000;6469234
Ishmael Smith;6000000;6469234
Jaren Jackson Jr;5922720;6385911
Brandon Ingram;5757120;6207360
Anthony Tolliver;5750000;6199683
Kristaps Porzingis;5697054;6142596
Deron Williams;5474787;5902947
De'Aaron Fox;5470920;5898777
Ben McLemore;5460000;5887003
Patrick Patterson;5451600;5877946
Jason Smith;5450000;5876221
Marcus Morris;5375000;5795356
Trae Young;5363280;5782719
DeMarcus Cousins;5337000;5754384
Josh Smith;5331729;5748701
Alexis Ajinca;5285394;5698742
Thabo Sefolosha;5250000;5660580
Aron Baynes;5193600;5599769
Jaylen Brown;5169960;5574280
Patrick Beverley;5027028;5420170
Mike Muscala;5000000;5391028
Dirk Nowitzki;5000000;5391028
Tony Parker;5000000;5391028
Jonathan Isaac;4969080;5357690
Mo Bamba;4871280;5252242
Jamal Crawford;4698113;5065531
Ron Baker;4697823;5065219
Willie Cauley-Stein;4696874;5064196
Dragan Bender;4661280;5025819
Lauri Markkanen;4536120;4890870
Justin Holiday;4500000;4851926
Lance Stephenson;4449000;4796937
Kyle O'Quinn;4449000;4796937
Ed Davis;4449000;4796937
Wendell Carter;4446840;4794608
Alex Len;4350000;4690195
Mike Scott;4320500;4658388
Luc Mbah a Moute;4320500;4658388
Emmanuel Mudiay;4294479;4630332
Kris Dunn;4221000;4551106
Frank Ntilikina;4155720;4480721
Glenn Robinson III;4075000;4393688
Collin Sexton;4073760;4392351
Al Jefferson;4000000;4312823
Stanley Johnson;3940401;4248563
Buddy Hield;3833760;4133582
Dennis Smith;3819960;4118703
Jodie Meeks;3774176;4069337
Kevin Knox;3744840;4037708
Jose Juan Barea;3710850;4001059
Alex Abrines;3667645;3954476
Nenê;3651480;3937046
Zach Collins;3628920;3912722
Frank Kaminsky;3627842;3911560
Mikal Bridges;3557400;3835609
Michael Beasley;3500000;3773720
Jamal Murray;3499800;3773504
Rodney Hood;3472887;3744486
Justise Winslow;3448926;3718651
Malik Monk;3447480;3717092
Cameron Payne;3440356;3709411
Allonzo Trier;3382000;3646491
Brook Lopez;3382000;3646491
Shai Gilgeous-Alexander;3375360;3639332
Trey Lyles;3364249;3627352
Ekpe Udoh;3360000;3622771
Devin Booker;3314365;3573567
Myles Turner;3294994;3552681
Luke Kennard;3275280;3531425
Troy Daniels;3258539;3513375
Kelly Oubre;3208630;3459563
Miles Bridges;3206640;3457417
Marquese Chriss;3206160;3456900
Tomas Satoransky;3129187;3373907
Bryn Forbes;3125000;3369393
Donovan Mitchell;3111480;3354815
Terry Rozier;3050389;3288947
Jerome Robinson;3050160;3288700
Yogi Ferrell;3000000;3234617
Elfrid Payton;3000000;3234617
Bam Adebayo;2955840;3187003
Jakob Poeltl;2947320;3177817
Michael Porter;2894160;3120500
Andrew Nicholson;2844429;3066879
Justin Jackson;2807880;3027472
Thon Maker;2799720;3018674
Seth Curry;2795000;3013585
Cedi Osman;2775000;2992021
Sam Dekker;2760094;2975949
Troy Brown;2752680;2967955
Justin Patton;2667600;2876221
Guerschon Yabusele;2667600;2876221
Domantas Sabonis;2659800;2867811
Jerian Grant;2639313;2845722
Zhaire Smith;2615160;2819680
Corey Brewer;2559925;2760125
Delon Wright;2536898;2735298
DJ Wilson;2534280;2732475
Dario Saric;2526840;2724453
Taurean Prince;2526840;2724453
Justin Anderson;2516047;2712816
Shelvin Mack;2512601;2709100
Manu Ginobili;2500000;2695514
Reggie Bullock;2500000;2695514
Bobby Portis;2494346;2689418
Dante Cunningham;2487000;2681497
Donte DiVincenzo;2484360;2678651
Rondae Hollis-Jefferson;2470356;2663552
Tyus Jones;2444052;2635191
Jarell Martin;2416221;2605183
Greg Monroe;2410167;2598654
TJ Leaf;2407560;2595845
Georgios Papagiannis;2400480;2588211
Jeff Green;2393887;2581102
Amir Johnson;2393887;2581102
Raymond Felton;2393887;2581102
Dwyane Wade;2393887;2581102
Udonis Haslem;2393887;2581102
JaVale McGee;2393887;2581102
Zaza Pachulia;2393887;2581102
Jose Calderon;2393887;2581102
Devin Harris;2393887;2581102
Channing Frye;2393887;2581102
Carmelo Anthony;2393887;2581102
Vince Carter;2393887;2581102
Lonnie Walker;2360160;2544738
John Collins;2299080;2478881
Denzel Valentine;2280600;2458956
Larry Nance Jr;2272390;2450104
Kevin Huerter;2250960;2426998
Monta Ellis;2245400;2421003
Harry Giles;2207040;2379643
Darius Miller;2205000;2377443
Henry Ellenson;2199311;2371309
Derrick Rose;2176260;2346456
Omri Casspi;2176260;2346456
Juan Hernangomez;2166360;2335781
Quincy Pondexter;2165481;2334834
Jonas Jerebko;2165481;2334834
Josh Okogie;2163600;2332806
Nik Stauskas;2161886;2330957
Terrance Ferguson;2118840;2284545
Raul Neto;2100000;2264232
Salah Mejri;2098196;2262287
Grayson Allen;2076960;2239390
Jarrett Allen;2034120;2193199
Isaiah Thomas;2029463;2188178
Spencer Hawes;2007058;2164021
Cole Aldrich;2000000;2156411
Torrey Craig;2000000;2156411
Chandler Hutchison;1991520;2147268
OG Anunoby;1952760;2105477
Ante Zizic;1952760;2105477
Shabazz Napier;1942422;2094330
Aaron Holiday;1914480;2064203
Timothe Luwawu;1880268;2027315
Tyler Lydon;1874640;2021247
Anfernee Simons;1837800;1981526
Tim Frazier;1832107;1975388
Trey Burke;1795015;1935395
Malik Beasley;1773840;1912564
Moritz Wagner;1764240;1902213
Nerlens Noel;1757429;1894870
Ian Clark;1757429;1894870
Deyonta Davis;1741503;1877698
Caleb Swanigan;1740000;1876078
Furkan Korkmaz;1740000;1876078
Landry Shamet;1705920;1839332
Caris LeVert;1702800;1835968
Jonah Bolden;1690000;1822167
Rodions Kurucs;1690000;1822167
Kyle Kuzma;1689840;1821995
Tony Bradley;1679520;1810868
Derrick White;1667160;1797541
Kyle Singler;1665333;1795571
Robert Williams;1656600;1786155
MarShon Brooks;1656092;1785607
Spencer Dinwiddie;1656092;1785607
Josh Hart;1655160;1784603
Jacob Evans;1646400;1775158
Pat Connaughton;1641000;1769335
DeAndre Bembry;1634640;1762478
Dzanan Musa;1634400;1762219
Omari Spellman;1622520;1749410
James Ennis;1621415;1748219
Noah Vonleh;1621415;1748219
Luke Kornet;1619260;1745895
Richaun Holmes;1600520;1725689
TJ McConnell;1600520;1725689
Malachi Richardson;1569360;1692093
Jahlil Okafor;1567007;1689556
Kevon Looney;1567007;1689556
Pascal Siakam;1544951;1665775
Dejounte Murray;1544951;1665775
Skal Labissiere;1544951;1665775
Jake Layman;1544951;1665775
Cheick Diallo;1544951;1665775
Malcolm Brogdon;1544951;1665775
Rodney McGruder;1544951;1665775
Ivica Zubac;1544951;1665775
Wade Baldwin;1544951;1665775
Quinn Cook;1544951;1665775
Damian Jones;1544951;1665775
Dorian Finney-Smith;1544951;1665775
Wayne Selden;1544951;1665775
Georges Niang;1512601;1630895
Christian Wood;1512601;1630895
Derrick Jones;1512601;1630895
Gerald Green;1512601;1630895
David Nwaba;1512601;1630895
Treveon Graham;1512601;1630895
Willy Hernangomez;1496500;1613534
Sviatoslav Mykhailiuk;1487694;1604040
Mitchell Robinson;1485440;1601610
Michael Carter-Williams;1468082;1582893
Jawun Evans;1455492;1569319
Thomas Bryant;1378242;1486028
Royce O'Neale;1378242;1486028
Frank Mason;1378242;1486028
Khem Birch;1378242;1486028
Wesley Iwundu;1378242;1486028
Abdel Nader;1378242;1486028
Damyean Dotson;1378242;1486028
Frank Jackson;1378242;1486028
Sterling Brown;1378242;1486028
Tyler Dorsey;1378242;1486028
Ivan Rabb;1378242;1486028
Dillon Brooks;1378242;1486028
Rade Zagorac;1378242;1486028
Sindarius Thornwell;1378242;1486028
Zhou Qi;1378242;1486028
Jordan Bell;1378242;1486028
Maxi Kleber;1378242;1486028
Dwayne Bacon;1378242;1486028
Daniel Theis;1378242;1486028
Semi Ojeleye;1378242;1486028
Tyrone Wallace;1349383;1454912
Ike Anigbogu;1349383;1454912
Alfonzo McKinnie;1349383;1454912
Monte Morris;1349383;1454912
Ryan Arcidiacono;1349383;1454912
Antonio Blakeney;1349383;1454912
Jabari Bird;1349383;1454912
Daniel Hamilton;1349383;1454912
Shaquille Harrison;1325531;1429194
Elie Okobo;1238464;1335319
Jalen Brunson;1230000;1326193
Melvin Frazier;1050000;1132116
Raymond Spalding;1023210;1103230
Justin Hamilton;1000000;1078205
Isaac Bonga;1000000;1078205
Devonte Graham;988464;1065767
Chasson Randle;975824;1052139
Patrick McCaw;964104;1039501
De'Anthony Melton;949;1023217
Jason Thompson;893333;963196
Chimezie Metu;838464;904036
Gary Trent Jr;838464;904036
Isaiah Briscoe;838464;904036
Hamidou Diallo;838464;904036
Kenrich Williams;838464;904036
Keita Bates-Diop;838464;904036
Jevon Carter;838464;904036
Alize Johnson;838464;904036
Isaiah Hartenstein;838464;904036
Khyri Thomas;838464;904036
Bruce Brown;838464;904036
Jarred Vanderbilt;838464;904036
Ryan Broekhoff;838464;904036
Brad Wanamaker;838464;904036
Lorenzo Brown;800;862564
Davon Reed;75225;811079
Isaiah Canaan;744671;802907
Isaiah Whitehead;72639;783197
Bruno Caboclo;705361;760524
Gary Clark;674122;726842
James Nunnally;663255;715124
Kalin Lucas;648008;698685
John Jenkins;585809;631621
Deonte Burton;500;539102
Andrew Bogut;486892;524969
Dakari Johnson;459414;495342
Malcolm Miller;457418;49319
Chris Boucher;457418;49319
Edmond Sumner;449794;48497
Yante Maten;385;415109
Andrew Harrison;3545;382223
Eric Moreland;309859;334091
Nick Young;28402;306232
Okaro White;247827;267208
Danuel House;247827;267208
Jaylen Adams;236854;255377
Ben Moore;222099;239468
Quincy Acy;213948;230679
Tyler Zeller;213948;230678
Jimmer Fredette;198579;214109
Terrence Jones;198579;214109
Dairis Bertans;19422;209409
Walter Lemon Jr;17625;190033
Demetrius Jackson;170107;183409
BJ Johnson;142111;153224
Chris Chiozza;137374;148117
Johnathan Williams;12725;137201
Cam Reynolds;108953;117473
Donatas Motiejunas;99289;107053
Emanuel Terry;9474;102148
Justin Bibbs;92159;99366
Gary Payton II;85457;9214
JaKarr Sampson;85457;9214
Jordan McRae;7725;83291
Devin Robinson;7725;83291
Tyler Cavanaugh;7725;83291
Naz Long;7725;83291
Jordan Loyd;7725;83291
Drew Eubanks;7725;83291
Troy Williams;7725;83291
George King;7725;83291
Haywood Highsmith;7725;83291
Shake Milton;7725;83291
Amile Jefferson;7725;83291
Troy Caupain;7725;83291
Donte Grantham;7725;83291
Tyler Davis;7725;83291
Kadeem Allen;7725;83291
Isaiah Hicks;7725;83291
Trevon Bluiett;7725;83291
CJ Williams;7725;83291
Jared Terrell;7725;83291
Bonzie Colson;7725;83291
Jaylen Morris;7725;83291
Duncan Robinson;7725;83291
Julian Washburn;7725;83291
Jarnell Stokes;7725;83291
DJ Stephens;7725;83291
Yuta Watanabe;7725;83291
Alex Caruso;7725;83291
Johnathan Motley;7725;83291
Angel Delgado;7725;83291
Trevon Duval;7725;83291
Vincent Edwards;7725;83291
Marcus Derrickson;7725;83291
Damion Lee;7725;83291
Zach Lofton;7725;83291
Keenan Evans;7725;83291
Archie Goodwin;7725;83291
DeVaughn Akoon-Purcell;7725;83291
Thomas Welsh;7725;83291
Daryl Macon;7725;83291
Kostas Antetokounmpo;7725;83291
Deng Adel;7725;83291
Jalen Jones;7725;83291
Jaron Blossomgame;7725;83291
Billy Preston;7725;83291
John Holland;7725;83291
Brandon Sampson;7725;83291
Tyler Ulis;7725;83291
Rawle Alkins;7725;83291
Joe Chealey;7725;83291
JP Macura;7725;83291
Alan Williams;7725;83291
Theo Pinson;7725;83291
RJ Hunter;7725;83291
PJ Dozier;7725;83291
Alex Poythress;7725;83291
Scotty Hopson;76236;82198
Charles Cooke;76236;82198
Scott Machado;76236;82198
Andre Ingram;76236;82198
Kobi Simmons;76236;82198
Jonathan Gibson;76236;82198
Wenyen Gabriel;75;80865
Billy Garrett;6737;72638
Mitch Creek;56845;6129
Brandon Goodwin;56845;6129
Jemerrio Jones;5217;56249
Tarik Phillip;4737;51074
Cody Demps;4737;51074
Richard Solomon;4737;51074
Kendrick Nunn;4737;51074
Dusty Hannahs;4737;51074
Stephan Hicks;4737;51074
Michael Frazier;4737;51074
Tahjere McCall;4737;51074
Mitchell Creek;4737;51074
Isaac Humphries;4737;51074
Jordan Sibert;4737;51074
