Karl-Anthony Towns;5960160;6718799
Ben Simmons;5903160;6654544
Otto Porter;5893981;6644196
Spencer Hawes;5782450;6518469
Josh McRoberts;5782450;6518469
Shaun Livingston;5782450;6518469
Nikola Mirotic;5782450;6518469
Brandan Wright;5709880;6436662
Tim Duncan;5643750;6362115
Jared Sullinger;5628000;6344360
Tyler Johnson;5628000;6344360
Wesley Johnson;5628000;6344360
Boban Marjanovic;5628000;6344360
Brandon Jennings;5587318;6298500
Nick Young;5443918;6136847
Jabari Parker;5374320;6058390
Lance Stephenson;5371672;6055405
D'Angelo Russell;5332800;6011585
Josh Smith;5331729;6010378
Cody Zeller;5318313;5995254
PJ Tucker;5300000;5974611
Brandon Ingram;5281680;5953959
Kyle Korver;5239437;5906339
Darren Collison;5229454;5895085
Larry Sanders;5207722;5870586
Langston Galloway;5200000;5861882
Derrick Williams;5020145;5659133
Jason Smith;5000000;5636425
CJ Watson;5000000;5636425
Tony Allen;5000000;5636425
Roy Hibbert;5000000;5636425
Luis Scola;5000000;5636425
Jonas Jerebko;5000000;5636425
Alexis Ajinca;4863206;5482219
Kyle Singler;4837500;5453241
Mike Dunleavy;4837500;5453241
Joel Embiid;4826160;5440458
Alex Len;4823621;5437596
Jahlil Okafor;4788840;5398387
Jaylen Brown;4743000;5346713
Marcus Morris;4625000;5213693
CJ Miles;4583450;5166854
Jameer Nelson;4540525;5118466
Nerlens Noel;4384490;4942570
Aaron Gordon;4351320;4905178
Greivis Vasquez;4347826;4901239
Kristaps Porzingis;4317720;4867301
Dragan Bender;4276320;4820631
Vince Carter;4264057;4806807
Devin Harris;4227996;4766156
Jose Juan Barea;4096950;4618430
Ben McLemore;4008882;4519152
Leandro Barbosa;4000000;4509140
Jordan Hill;4000000;4509140
Udonis Haslem;4000000;4509140
James Johnson;4000000;4509140
Thabo Sefolosha;4000000;4509140
Dante Exum;3940320;4441864
Kyle O'Quinn;3918750;4417548
Mario Hezonja;3909840;4407504
Kris Dunn;3872520;4365434
Nemanja Bjelica;3800000;4283683
Nick Collison;3750000;4227319
Kentavious Caldwell-Pope;3678319;4146514
Quincy Pondexter;3617978;4078492
Marcus Smart;3578880;4034418
Bojan Bogdanovic;3573020;4027812
Willie Cauley-Stein;3551160;4003169
Will Barton;3533333;3983073
Paul Pierce;3527920;3976971
Buddy Hield;3517200;3964887
Brandon Rush;3500000;3945497
Lavoy Allen;3500000;3945497
Mike Miller;3500000;3945497
Anthony Morrow;3488000;3931970
Trey Burke;3386597;3817660
Kevin Martin;3336000;3760623
Mike Scott;3333333;3757616
KJ McDaniels;3333333;3757616
Troy Daniels;3332940;3757173
Julius Randle;3267120;3682975
Ronnie Price;3251227;3665059
Emmanuel Mudiay;3241800;3654432
CJ McCollum;3219579;3629383
Jamal Murray;3210840;3619532
Patrick Mills;3200000;3607312
Michael Carter-Williams;3183526;3588741
Omri Casspi;3149524;3550411
Steven Adams;3140517;3540258
Kelly Olynyk;3094013;3487834
Shabazz Muhammad;3046299;3434047
Dante Cunningham;3000000;3381855
Justin Hamilton;3000000;3381855
Giannis Antetokounmpo;2995420;3376692
Nik Stauskas;2993040;3374009
Stanley Johnson;2969880;3347901
Quincy Acy;2965505;3342968
Marquese Chriss;2941440;3315841
Dewayne Dedmon;2898000;3266872
Mindaugas Kuzminskas;2898000;3266872
Dion Waiters;2898000;3266872
James Ennis;2898000;3266872
Nenê;2898000;3266872
Zaza Pachulia;2898000;3266872
Seth Curry;2898000;3266872
Tomas Satoransky;2870813;3236224
Tibor Pleiss;2800000;3156398
Noah Vonleh;2751360;3101567
Frank Kaminsky;2730000;3077488
Dennis Schroeder;2708582;3053344
Jakob Poeltl;2703960;3048133
Aaron Brooks;2700000;3043669
Elfrid Payton;2613600;2946272
Justise Winslow;2593440;2923546
Thon Maker;2568600;2895544
Martell Webster;2500000;2818212
Richard Jefferson;2500000;2818212
Randy Foye;2500000;2818212
Malcolm Delaney;2500000;2818212
Doug McDermott;2483040;2799093
Domantas Sabonis;2440200;2750801
Shelvin Mack;2433334;2743061
Myles Turner;2380440;2683434
Tony Snell;2368327;2669779
Archie Goodwin;2350999;2650245
Gorgui Dieng;2348782;2647746
Trey Lyles;2340600;2638523
Mason Plumlee;2328530;2624917
Dario Saric;2318280;2613362
Taurean Prince;2318280;2613362
Tim Hardaway Jr;2281605;2572019
Reggie Bullock;2255644;2542753
Alonzo Gee;2255408;2542487
Zach LaVine;2240880;2526110
Devin Booker;2223600;2506631
Luc Mbah a Moute;2203000;2483409
Georgios Papagiannis;2202240;2482552
Maurice Williams;2194500;2473827
Andre Roberson;2183072;2460944
TJ Warren;2128920;2399899
Rudy Gobert;2121287;2391295
Cameron Payne;2112480;2381367
Joe Ingles;2100000;2367298
Denzel Valentine;2092200;2358505
Tim Frazier;2090000;2356025
Adreian Payne;2022240;2279641
Kelly Oubre;2006640;2262055
Juan Hernangomez;1987440;2240411
Lucas Nogueira;1921320;2165875
Jusuf Nurkic;1921320;2165875
Terry Rozier;1906440;2149101
James Young;1825200;2057520
Rashad Vaughn;1811040;2041558
Kevin Seraphin;1800000;2029113
Wade Baldwin;1793760;2022078
Tyler Ennis;1733880;1954577
Sam Dekker;1720560;1939561
Joffrey Lauvergne;1709719;1927340
Henry Ellenson;1704120;1921029
Gary Harris;1655880;1866648
Jerian Grant;1643040;1852174
Malik Beasley;1627320;1834453
RJ Hunter;1625240;1832108
Bruno Caboclo;1589640;1791977
Delon Wright;1577280;1778044
Jarrett Jack;1571705;1771758
Caris LeVert;1562280;1761134
David Lee;1551659;1749162
Caron Butler;1551659;1749162
Steve Novak;1551659;1749162
Jason Terry;1551659;1749162
Metta World Peace;1551659;1749162
Brandon Bass;1551659;1749162
Raymond Felton;1551659;1749162
David West;1551659;1749162
James Jones;1551659;1749162
Chris Andersen;1551659;1749162
Mitch McGary;1526040;1720282
Justin Anderson;1514160;1706890
Marcelo Huertas;1500000;1690927
DeAndre Bembry;1499760;1690657
Jordan Adams;1465080;1651562
Demetrius Jackson;1450000;1634563
Malachi Richardson;1439880;1623155
Sasha Vujacic;1410598;1590146
Gerald Green;1410598;1590146
Rodney Hood;1406520;1585549
Bobby Portis;1404600;1583384
Michael Beasley;1403611;1582269
Marreese Speights;1403611;1582269
JaVale McGee;1403611;1582269
Rondae Hollis-Jefferson;1395600;1573239
Willy Hernangomez;1375000;1550017
Deyonta Davis;1369229;1543511
Nikola Jokic;1358500;1531416
Shabazz Napier;1350120;1521970
Tyus Jones;1339680;1510201
Sasha Kaun;1333420;1503144
Timothe Luwawu;1326960;1495862
Marcus Thornton;1315448;1482884
Ty Lawson;1315448;1482884
Alan Anderson;1315448;1482884
Clint Capela;1296240;1461232
Jarell Martin;1286160;1449869
Brice Johnson;1273920;1436071
Luke Babbitt;1227286;1383501
Jeremy Evans;1227286;1383501
Jordan Mickey;1223653;1379405
CJ Wilcox;1209600;1363564
Larry Nance Jr;1207680;1361399
Terrence Jones;1207194;1360851
Pascal Siakam;1196040;1348278
Kyle Anderson;1192080;1343814
Chris McCullough;1191480;1343137
Josh Huestis;1191480;1343137
Livio Jean-Charles;1188840;1340161
Skal Labissiere;1188840;1340161
Kevon Looney;1182840;1333397
Dejounte Murray;1180080;1330286
Damian Jones;1171560;1320682
Hollis Thompson;1131040;1275003
Isaiah Whitehead;1074145;1210867
Rakeem Christmas;1052342;1186289
Joseph Young;1052342;1186289
John Jenkins;1050961;1184732
Thomas Robinson;1050961;1184732
Pablo Prigioni;1050961;1184732
Brian Roberts;1050961;1184732
Glenn Robinson III;1050500;1184212
Montrezl Harrell;1045000;1178012
Ivica Zubac;1034865;1166587
Richaun Holmes;1024000;1154339
Anthony Brown;1023838;1154156
Jeff Withey;1015696;1144978
Robert Covington;1015696;1144978
Justin Holiday;1015696;1144978
Ian Clark;1015696;1144978
Isaiah Canaan;1015696;1144978
Anthony Bennett;1015696;1144978
Mike Muscala;1015696;1144978
DeAndre Liggins;1015695;1144976
Walter Tavares;1006000;1134048
Damjan Rudez;980431;1105225
Jerami Grant;980431;1105225
Louis Amundson;980431;1105225
JaMychal Green;980431;1105225
James Michael McAdoo;980431;1105225
Beno Udrih;980431;1105225
Nick Johnson;980431;1105225
Sean Kilpatrick;980431;1105225
Joe Harris;980431;1105225
Elton Brand;980;1104739
Axel Toupane;977534;1101958
Stephen Zimmerman;950;1070920
Andrew Harrison;945;1065284
Bobby Brown;94007;1059726
Tyler Ulis;918369;1035263
Jason Thompson;893333;1007040
Raul Neto;8778;98953
Malcolm Brogdon;875;986374
Norman Powell;874636;985964
Jonathon Simmons;874636;985964
Pat Connaughton;874636;985964
Alan Williams;874636;985964
TJ McConnell;874636;985964
Josh Richardson;874636;985964
Darrun Hilliard;874636;985964
Salah Mejri;874636;985964
Jordan McRae;874636;985964
Cristiano Felicio;874636;985964
Christian Wood;874636;985964
Paul Zipser;750;845463
Spencer Dinwiddie;726672;819166
Ryan Kelly;713305;804098
Jonathan Gibson;671346;756798
Joel Anthony;66381;748303
Troy Williams;652165;735175
Georges Niang;650;732735
Michael Gbinije;650;732735
AJ Hammons;650;732735
Briante Weber;623447;702802
Donatas Motiejunas;607491;684815
Joel Bolomboy;600;676371
Jake Layman;600;676371
John Lucas;580344;654213
Gary Payton II;578636;652286
Toney Douglas;564868;636767
Danuel House;543471;612646
Sheldon Mac;543471;612646
Daniel Ochefu;543471;612646
Fred VanVleet;543471;612646
Bryn Forbes;543471;612646
Davis Bertans;543471;612646
Tim Quarterman;543471;612646
Derrick Jones;543471;612646
Semaj Christon;543471;612646
Maurice Ndour;543471;612646
Marshall Plumlee;543471;612646
Ron Baker;543471;612646
Cheick Diallo;543471;612646
Rodney McGruder;543471;612646
Diamond Stone;543471;612646
Chinanu Onuaku;543471;612646
Kyle Wiltjer;543471;612646
Patrick McCaw;543471;612646
Dorian Finney-Smith;543471;612646
Nicolas Brussino;543471;612646
Kay Felder;543471;612646
Treveon Graham;543471;612646
Chasson Randle;54117;610052
Arinze Onuaku;426775;481097
Yogi Ferrell;4093;461397
Johnny O'Bryant;392169;442085
Aaron Harrison;365289;411784
Okaro White;310995;35058
Isaiah Taylor;305;343821
Norris Cole;288131;324805
Ben Bentil;281968;317858
Jarell Eddie;277898;313269
Yi Jianlian;250;281821
Elliot Williams;250;281821
Lamar Patterson;242963;273888
Jordan Crawford;23492;264821
Nicolas Laprovittola;204601;230643
Reggie Williams;193307;217912
Pierre Jackson;19181;216224
Brandon Paul;155;174729
Shawn Long;154512;174179
Jarnell Stokes;150;169092
Robbie Hummel;150;169092
Mike Tobey;138937;156621
Patricio Garino;131968;148765
Jarrod Uthoff;12992;146456
Marcus Paige;125;14091
Manny Harris;119493;134702
Ray McCallum;119493;134702
Wayne Selden;115087;129735
Isaiah Cousins;100;112728
JP Tokoto;100;112728
Stefan Jankovic;100;112728
Egidijus Mockevicius;100;112728
Quinn Cook;95904;108111
Marcus Georges-Hunt;88936;100256
Jordan Farmar;82976;93537
Prince Ibeh;7725;87082
Quincy Ford;75;84546
Henry Sims;75;84546
Ryan Arcidiacono;75;84546
Kaleb Tarczewski;75;84546
Keith Benson;75;84546
Alex Poythress;73743;83128
David Nwaba;73528;82887
Gary Neal;72193;81382
Kyle Collinsworth;70;78909
Thomas Walkup;695;78346
James Webb;65;73273
Zach Auguste;60;67637
Brady Heslip;565;63691
EJ Singler;50;56364
Dionte Christmas;50;56364
Anthony Barber;50;56364
Alex Caruso;50;56364
Julyan Stone;50;56364
Elgin Cook;50;56364
Scott Wood;50;56364
DJ Kennedy;50;56364
Nate Wolters;50;56364
Damion Lee;50;56364
Matt Costello;50;56364
Beau Beech;45;50727
Phil Pressey;35;39454
Nikola Jovanovic;30;33818
Tony Wroten;25;28182
Nick Zeisloft;25;28182
Jalen Jones;25;28182
Dahntay Jones;24022;27079
