,GAME_ID
8276,0021700441
8277,0021700441
8278,0021700447
8279,0021700447
8280,0021700451
8281,0021700451
8282,0021700453
8283,0021700453
8284,0021700452
8285,0021700452
8286,0021700464
8287,0021700464
8288,0021700458
8289,0021700458
8290,0021700457
8291,0021700457
8292,0021700456
8293,0021700456
8294,0021700465
8295,0021700465
8296,0021700459
8297,0021700459
8298,0021700463
8299,0021700463
8300,0021700455
8301,0021700455
8302,0021700461
8303,0021700461
8304,0021700462
8305,0021700462
8306,0021700454
8307,0021700454
8308,0021700460
8309,0021700460
8310,0021700467
8311,0021700467
8312,0021700468
8313,0021700468
8314,0021700469
8315,0021700469
8316,0021700466
8317,0021700466
8318,0021700470
8319,0021700470
8320,0021700479
8321,0021700479
8322,0021700473
8323,0021700473
8324,0021700472
8325,0021700472
8326,0021700475
8327,0021700475
8328,0021700474
8329,0021700474
8330,0021700471
8331,0021700471
8332,0021700476
8333,0021700476
8334,0021700478
8335,0021700478
8336,0021700477
8337,0021700477
8338,0021700489
8339,0021700489
8340,0021700491
8341,0021700491
8342,0021700490
8343,0021700490
8344,0021700485
8345,0021700485
8346,0021700486
8347,0021700486
8348,0021700488
8349,0021700488
8350,0021700482
8351,0021700482
8352,0021700484
8353,0021700484
8354,0021700492
8355,0021700492
8356,0021700481
8357,0021700481
8358,0021700483
8359,0021700483
8360,0021700480
8361,0021700480
8362,0021700487
8363,0021700487
8364,0021700494
8365,0021700494
8366,0021700497
8367,0021700497
8368,0021700493
8369,0021700493
8370,0021700495
8371,0021700495
8372,0021700496
8373,0021700496
8374,0021700502
8375,0021700502
8376,0021700504
8377,0021700504
8378,0021700505
8379,0021700505
8380,0021700500
8381,0021700500
8382,0021700498
8383,0021700498
8384,0021700501
8385,0021700501
8386,0021700499
8387,0021700499
8388,0021700503
8389,0021700503
8390,0021700514
8391,0021700514
8392,0021700515
8393,0021700515
8394,0021700509
8395,0021700509
8396,0021700507
8397,0021700507
8398,0021700508
8399,0021700508
8400,0021700513
8401,0021700513
8402,0021700510
8403,0021700510
8404,0021700506
8405,0021700506
8406,0021700512
8407,0021700512
8408,0021700511
8409,0021700511
8410,0021700519
8411,0021700519
8412,0021700517
8413,0021700517
8414,0021700516
8415,0021700516
8416,0021700520
8417,0021700520
8418,0021700518
8419,0021700518
8420,0021700528
8421,0021700528
8422,0021700529
8423,0021700529
8424,0021700524
8425,0021700524
8426,0021700523
8427,0021700523
8428,0021700527
8429,0021700527
8430,0021700521
8431,0021700521
8432,0021700522
8433,0021700522
8434,0021700526
8435,0021700526
8436,0021700525
8437,0021700525
8438,0021700535
8439,0021700535
8440,0021700531
8441,0021700531
8442,0021700530
8443,0021700530
8444,0021700534
8445,0021700534
8446,0021700533
8447,0021700533
8448,0021700536
8449,0021700536
8450,0021700532
8451,0021700532
8452,0021700544
8453,0021700544
8454,0021700539
8455,0021700539
8456,0021700542
8457,0021700542
8458,0021700540
8459,0021700540
8460,0021700538
8461,0021700538
8462,0021700543
8463,0021700543
8464,0021700537
8465,0021700537
8466,0021700541
8467,0021700541
8468,0021700547
8469,0021700547
8470,0021700545
8471,0021700545
8472,0021700548
8473,0021700548
8474,0021700546
8475,0021700546
8476,0021700550
8477,0021700550
8478,0021700551
8479,0021700551
8480,0021700553
8481,0021700553
8482,0021700549
8483,0021700549
8484,0021700552
8485,0021700552
8486,0021700555
8487,0021700555
8488,0021700565
8489,0021700565
8490,0021700560
8491,0021700560
8492,0021700557
8493,0021700557
8494,0021700559
8495,0021700559
8496,0021700554
8497,0021700554
8498,0021700558
8499,0021700558
8500,0021700561
8501,0021700561
8502,0021700564
8503,0021700564
8504,0021700562
8505,0021700562
8506,0021700563
8507,0021700563
8508,0021700556
8509,0021700556
8510,0021700567
8511,0021700567
8512,0021700566
8513,0021700566
8514,0021700569
8515,0021700569
8516,0021700573
8517,0021700573
8518,0021700577
8519,0021700577
8520,0021700570
8521,0021700570
8522,0021700568
8523,0021700568
8524,0021700576
8525,0021700576
8526,0021700571
8527,0021700571
8528,0021700572
8529,0021700572
8530,0021700574
8531,0021700574
8532,0021700575
8533,0021700575
8534,0021700579
8535,0021700579
8536,0021700578
8537,0021700578
8538,0021700582
8539,0021700582
8540,0021700580
8541,0021700580
8542,0021700581
8543,0021700581
8544,0021700585
8545,0021700585
8546,0021700584
8547,0021700584
8548,0021700583
8549,0021700583
8550,0021700590
8551,0021700590
8552,0021700588
8553,0021700588
8554,0021700586
8555,0021700586
8556,0021700589
8557,0021700589
8558,0021700587
8559,0021700587
8560,0021700597
8561,0021700597
8562,0021700593
8563,0021700593
8564,0021700592
8565,0021700592
8566,0021700598
8567,0021700598
8568,0021700591
8569,0021700591
8570,0021700596
8571,0021700596
8572,0021700594
8573,0021700594
8574,0021700595
8575,0021700595
8576,0021700602
8577,0021700602
8578,0021700601
8579,0021700601
8580,0021700599
8581,0021700599
8582,0021700600
8583,0021700600
8584,0021700613
8585,0021700613
8586,0021700607
8587,0021700607
8588,0021700606
8589,0021700606
8590,0021700608
8591,0021700608
8592,0021700610
8593,0021700610
8594,0021700604
8595,0021700604
8596,0021700612
8597,0021700612
8598,0021700611
8599,0021700611
8600,0021700603
8601,0021700603
8602,0021700605
8603,0021700605
8604,0021700609
8605,0021700609
8606,0021700614
8607,0021700614
8608,0021700617
8609,0021700617
8610,0021700616
8611,0021700616
8612,0021700615
8613,0021700615
8614,0021700626
8615,0021700626
8616,0021700622
8617,0021700622
8618,0021700619
8619,0021700619
8620,0021700621
8621,0021700621
8622,0021700625
8623,0021700625
8624,0021700623
8625,0021700623
8626,0021700618
8627,0021700618
8628,0021700620
8629,0021700620
8630,0021700624
8631,0021700624
8632,0021700633
8633,0021700633
8634,0021700632
8635,0021700632
8636,0021700628
8637,0021700628
8638,0021700627
8639,0021700627
8640,0021700629
8641,0021700629
8642,0021700630
8643,0021700630
8644,0021700631
8645,0021700631
8646,0021700635
8647,0021700635
8648,0021700636
8649,0021700636
8650,0021700634
8651,0021700634
8652,0021700637
8653,0021700637
8654,0021700639
8655,0021700639
8656,0021700644
8657,0021700644
8658,0021700642
8659,0021700642
8660,0021700648
8661,0021700648
8662,0021700646
8663,0021700646
8664,0021700638
8665,0021700638
8666,0021700647
8667,0021700647
8668,0021700641
8669,0021700641
8670,0021700640
8671,0021700640
8672,0021700645
8673,0021700645
8674,0021700643
8675,0021700643
8676,0021700650
8677,0021700650
8678,0021700649
8679,0021700649
8680,0021700652
8681,0021700652
8682,0021700651
8683,0021700651
8684,0021700657
8685,0021700657
8686,0021700655
8687,0021700655
8688,0021700662
8689,0021700662
8690,0021700659
8691,0021700659
8692,0021700654
8693,0021700654
8694,0021700661
8695,0021700661
8696,0021700653
8697,0021700653
8698,0021700656
8699,0021700656
8700,0021700658
8701,0021700658
8702,0021700660
8703,0021700660
8704,0021700663
8705,0021700663
8706,0021700665
8707,0021700665
8708,0021700664
8709,0021700664
8710,0021700666
8711,0021700666
8712,0021700673
8713,0021700673
8714,0021700668
8715,0021700668
8716,0021700669
8717,0021700669
8718,0021700672
8719,0021700672
8720,0021700671
8721,0021700671
8722,0021700667
8723,0021700667
8724,0021700670
8725,0021700670
8726,0021700678
8727,0021700678
8728,0021700679
8729,0021700679
8730,0021700674
8731,0021700674
8732,0021700682
8733,0021700682
8734,0021700681
8735,0021700681
8736,0021700675
8737,0021700675
8738,0021700676
8739,0021700676
8740,0021700680
8741,0021700680
8742,0021700677
8743,0021700677
8744,0021700686
8745,0021700686
8746,0021700684
8747,0021700684
8748,0021700683
8749,0021700683
8750,0021700685
8751,0021700685
8752,0021700695
8753,0021700695
8754,0021700689
8755,0021700689
8756,0021700691
8757,0021700691
8758,0021700688
8759,0021700688
8760,0021700693
8761,0021700693
8762,0021700694
8763,0021700694
8764,0021700687
8765,0021700687
8766,0021700690
8767,0021700690
8768,0021700692
8769,0021700692
8770,0021700699
8771,0021700699
8772,0021700698
8773,0021700698
8774,0021700700
8775,0021700700
8776,0021700696
8777,0021700696
8778,0021700697
8779,0021700697
8780,0021700704
8781,0021700704
8782,0021700709
8783,0021700709
8784,0021700702
8785,0021700702
8786,0021700708
8787,0021700708
8788,0021700703
8789,0021700703
8790,0021700705
8791,0021700705
8792,0021700706
8793,0021700706
8794,0021700701
8795,0021700701
8796,0021700707
8797,0021700707
8798,0021700713
8799,0021700713
8800,0021700710
8801,0021700710
8802,0021700712
8803,0021700712
8804,0021700711
8805,0021700711
8806,0021700722
8807,0021700722
8808,0021700717
8809,0021700717
8810,0021700723
8811,0021700723
8812,0021700715
8813,0021700715
8814,0021700719
8815,0021700719
8816,0021700721
8817,0021700721
8818,0021700714
8819,0021700714
8820,0021700716
8821,0021700716
8822,0021700718
8823,0021700718
8824,0021700720
8825,0021700720
8826,0021700728
8827,0021700728
8828,0021700727
8829,0021700727
8830,0021700724
8831,0021700724
8832,0021700725
8833,0021700725
8834,0021700726
8835,0021700726
8836,0021700730
8837,0021700730
8838,0021700729
8839,0021700729
8840,0021700737
8841,0021700737
8842,0021700731
8843,0021700731
8844,0021700732
8845,0021700732
8846,0021700734
8847,0021700734
8848,0021700735
8849,0021700735
8850,0021700736
8851,0021700736
8852,0021700733
8853,0021700733
8854,0021700741
8855,0021700741
8856,0021700739
8857,0021700739
8858,0021700738
8859,0021700738
8860,0021700742
8861,0021700742
8862,0021700743
8863,0021700743
8864,0021700740
8865,0021700740
8866,0021700750
8867,0021700750
8868,0021700745
8869,0021700745
8870,0021700752
8871,0021700752
8872,0021700748
8873,0021700748
8874,0021700747
8875,0021700747
8876,0021700751
8877,0021700751
8878,0021700744
8879,0021700744
8880,0021700746
8881,0021700746
8882,0021700749
8883,0021700749
8884,0021700760
8885,0021700760
8886,0021700756
8887,0021700756
8888,0021700758
8889,0021700758
8890,0021700754
8891,0021700754
8892,0021700757
8893,0021700757
8894,0021700759
8895,0021700759
8896,0021700753
8897,0021700753
8898,0021700755
8899,0021700755
8900,0021700764
8901,0021700764
8902,0021700761
8903,0021700761
8904,0021700765
8905,0021700765
8906,0021700763
8907,0021700763
8908,0021700762
8909,0021700762
8910,0021700770
8911,0021700770
8912,0021700773
8913,0021700773
8914,0021700768
8915,0021700768
8916,0021700767
8917,0021700767
8918,0021700771
8919,0021700771
8920,0021700774
8921,0021700774
8922,0021700766
8923,0021700766
8924,0021700769
8925,0021700769
8926,0021700772
8927,0021700772
8928,0021700781
8929,0021700781
8930,0021700775
8931,0021700775
8932,0021700778
8933,0021700778
8934,0021700779
8935,0021700779
8936,0021700776
8937,0021700776
8938,0021700777
8939,0021700777
8940,0021700783
8941,0021700783
8942,0021700782
8943,0021700782
8944,0021700780
8945,0021700780
8946,0021700786
8947,0021700786
8948,0021700789
8949,0021700789
8950,0021700784
8951,0021700784
8952,0021700785
8953,0021700785
8954,0021700787
8955,0021700787
8956,0021700788
8957,0021700788
8958,0021700796
8959,0021700796
8960,0021700792
8961,0021700792
8962,0021700790
8963,0021700790
8964,0021700791
8965,0021700791
8966,0021700795
8967,0021700795
8968,0021700794
8969,0021700794
8970,0021700793
8971,0021700793
8972,0021700802
8973,0021700802
8974,0021700803
8975,0021700803
8976,0021700804
8977,0021700804
8978,0021700801
8979,0021700801
8980,0021700800
8981,0021700800
8982,0021700797
8983,0021700797
8984,0021700799
8985,0021700799
8986,0021700798
8987,0021700798
8988,0021700810
8989,0021700810
8990,0021700807
8991,0021700807
8992,0021700806
8993,0021700806
8994,0021700805
8995,0021700805
8996,0021700808
8997,0021700808
8998,0021700815
8999,0021700815
9000,0021700816
9001,0021700816
9002,0021700811
9003,0021700811
9004,0021700814
9005,0021700814
9006,0021700812
9007,0021700812
9008,0021700813
9009,0021700813
9010,0021700818
9011,0021700818
9012,0021700822
9013,0021700822
9014,0021700820
9015,0021700820
9016,0021700823
9017,0021700823
9018,0021700821
9019,0021700821
9020,0021700817
9021,0021700817
9022,0021700824
9023,0021700824
9024,0021700819
9025,0021700819
9026,0021700825
9027,0021700825
9028,0021700828
9029,0021700828
9030,0021700831
9031,0021700831
9032,0021700829
9033,0021700829
9034,0021700832
9035,0021700832
9036,0021700826
9037,0021700826
9038,0021700827
9039,0021700827
9040,0021700830
9041,0021700830
9042,0021700835
9043,0021700835
9044,0021700837
9045,0021700837
9046,0021700840
9047,0021700840
9048,0021700836
9049,0021700836
9050,0021700834
9051,0021700834
9052,0021700838
9053,0021700838
9054,0021700833
9055,0021700833
9056,0021700839
9057,0021700839
9058,0021700842
9059,0021700842
9060,0021700846
9061,0021700846
9062,0021700844
9063,0021700844
9064,0021700843
9065,0021700843
9066,0021700841
9067,0021700841
9068,0021700845
9069,0021700845
9070,0021700848
9071,0021700848
9072,0021700851
9073,0021700851
9074,0021700852
9075,0021700852
9076,0021700849
9077,0021700849
9078,0021700847
9079,0021700847
9080,0021700850
9081,0021700850
9082,0021700855
9083,0021700855
9084,0021700859
9085,0021700859
9086,0021700857
9087,0021700857
9088,0021700856
9089,0021700856
9090,0021700858
9091,0021700858
9092,0021700854
9093,0021700854
9094,0021700860
9095,0021700860
9096,0021700853
9097,0021700853
9098,0021700864
9099,0021700864
9100,0021700863
9101,0021700863
9102,0021700861
9103,0021700861
9104,0021700862
9105,0021700862
9106,0021700865
9107,0021700865
9108,0021700866
9109,0021700866
9110,0021700872
9111,0021700872
9112,0021700870
9113,0021700870
9114,0021700868
9115,0021700868
9116,0021700869
9117,0021700869
9118,0021700871
9119,0021700871
9120,0021700867
9121,0021700867
9122,0021700883
9123,0021700883
9124,0021700881
9125,0021700881
